@RELATION ant-1.4-PROCESSmetrics

@ATTRIBUTE revision_num REAL
@ATTRIBUTE author_num REAL
@ATTRIBUTE linesadd_sum REAL
@ATTRIBUTE linesadd_max REAL
@ATTRIBUTE linesadd_avg REAL
@ATTRIBUTE linesdel_sum REAL
@ATTRIBUTE linesdel_max REAL
@ATTRIBUTE linesdel_avg REAL
@ATTRIBUTE codechurn_sum REAL
@ATTRIBUTE codechurn_max REAL
@ATTRIBUTE codechurn_avg REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
20,3,665,129,33.25,181,0,9.05,484,103,24.2,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
1,1,2,2,2.0,2,0,2.0,0,0,0.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
5,2,13,5,2.6,12,0,2.4,1,5,0.2,YES
1,1,74,74,74.0,47,0,47.0,27,27,27.0,NO
2,1,15,10,7.5,0,0,0.0,15,10,7.5,NO
7,3,27,9,3.857142857142857,7,0,1.0,20,9,2.857142857142857,NO
1,1,76,76,76.0,0,0,0.0,76,76,76.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
8,3,160,75,20.0,19,0,2.375,141,74,17.625,NO
1,1,201,201,201.0,0,0,0.0,201,201,201.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
15,5,119,27,7.933333333333334,44,0,2.933333333333333,75,19,5.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
22,4,191,36,8.681818181818182,294,0,13.363636363636363,-103,16,-4.681818181818182,NO
1,1,110,110,110.0,0,0,0.0,110,110,110.0,NO
14,4,168,54,12.0,64,0,4.571428571428571,104,28,7.428571428571429,NO
4,3,18,9,4.5,3,0,0.75,15,8,3.75,NO
5,2,51,25,10.2,29,0,5.8,22,19,4.4,NO
5,2,53,31,10.6,45,0,9.0,8,31,1.6,NO
1,1,15,15,15.0,0,0,0.0,15,15,15.0,NO
1,1,11,11,11.0,53,0,53.0,-42,0,-42.0,NO
5,3,57,45,11.4,26,0,5.2,31,22,6.2,NO
3,3,113,107,37.666666666666664,63,0,21.0,50,46,16.666666666666668,NO
2,2,180,177,90.0,2,0,1.0,178,177,89.0,YES
4,2,45,22,11.25,2,0,0.5,43,20,10.75,YES
4,1,104,58,26.0,35,0,8.75,69,33,17.25,YES
7,3,98,29,14.0,36,0,5.142857142857143,62,23,8.857142857142858,NO
3,2,202,180,67.33333333333333,26,0,8.666666666666666,176,180,58.666666666666664,NO
4,2,37,19,9.25,1,0,0.25,36,19,9.0,YES
5,3,38,29,7.6,5,0,1.0,33,28,6.6,YES
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
1,1,41,41,41.0,33,0,33.0,8,8,8.0,YES
6,3,49,29,8.166666666666666,12,0,2.0,37,24,6.166666666666667,YES
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
2,2,51,36,25.5,1,0,0.5,50,36,25.0,YES
7,2,127,87,18.142857142857142,46,0,6.571428571428571,81,77,11.571428571428571,NO
4,2,90,70,22.5,17,0,4.25,73,55,18.25,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
2,2,317,315,158.5,2,0,1.0,315,315,157.5,YES
2,2,147,146,73.5,1,0,0.5,146,146,73.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
4,2,57,31,14.25,7,0,1.75,50,31,12.5,YES
9,4,108,42,12.0,28,0,3.111111111111111,80,27,8.88888888888889,YES
9,2,20,7,2.2222222222222223,23,0,2.5555555555555554,-3,5,-0.3333333333333333,NO
4,3,196,173,49.0,46,0,11.5,150,145,37.5,YES
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
1,1,9,9,9.0,0,0,0.0,9,9,9.0,YES
2,1,21,20,10.5,4,0,2.0,17,17,8.5,YES
1,1,3,3,3.0,24,0,24.0,-21,0,-21.0,NO
5,2,901,696,180.2,231,0,46.2,670,543,134.0,NO
1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
1,1,4,4,4.0,4,0,4.0,0,0,0.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,YES
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
7,3,221,112,31.571428571428573,32,0,4.571428571428571,189,85,27.0,NO
5,2,56,28,11.2,10,0,2.0,46,26,9.2,NO
4,3,80,41,20.0,2,0,0.5,78,41,19.5,YES
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
15,4,409,168,27.266666666666666,98,0,6.533333333333333,311,139,20.733333333333334,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
1,1,4,4,4.0,4,0,4.0,0,0,0.0,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
1,1,12,12,12.0,0,0,0.0,12,12,12.0,NO
5,2,692,329,138.4,70,0,14.0,622,329,124.4,NO
1,1,73,73,73.0,0,0,0.0,73,73,73.0,NO
1,1,14,14,14.0,0,0,0.0,14,14,14.0,NO
2,1,2,1,1.0,2,0,1.0,0,0,0.0,NO
4,3,83,67,20.75,10,0,2.5,73,63,18.25,YES
1,1,179,179,179.0,0,0,0.0,179,179,179.0,NO
