@RELATION camel-1.0-CKPSS

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE revision_num REAL
@ATTRIBUTE author_num REAL
@ATTRIBUTE linesadd_sum REAL
@ATTRIBUTE linesadd_max REAL
@ATTRIBUTE linesadd_avg REAL
@ATTRIBUTE linesdel_sum REAL
@ATTRIBUTE linesdel_max REAL
@ATTRIBUTE linesdel_avg REAL
@ATTRIBUTE codechurn_sum REAL
@ATTRIBUTE codechurn_max REAL
@ATTRIBUTE codechurn_avg REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
0,1,0,0,1,0,0,1,1,33,33,33.0,0,0,0.0,33,33,33.0,NO
17,1,17,0,84,136,17,20,2,256,54,12.8,253,0,12.65,3,29,0.15,YES
4,3,8,2,2,6,20,1,1,41,41,41.0,0,0,0.0,41,41,41.0,NO
25,2,45,0,18,252,273,3,2,138,113,46.0,4,0,1.3333333333333333,134,112,44.666666666666664,NO
3,1,3,0,34,3,3,13,2,78,26,6.0,31,0,2.3846153846153846,47,26,3.6153846153846154,NO
0,1,0,0,27,0,0,2,1,4,3,2.0,5,0,2.5,-1,0,-0.5,NO
0,1,0,0,1,0,0,3,1,33,16,11.0,0,0,0.0,33,16,11.0,NO
9,1,9,0,99,36,9,21,1,154,40,7.333333333333333,62,0,2.9523809523809526,92,40,4.380952380952381,NO
2,1,2,0,2,1,2,1,1,38,38,38.0,0,0,0.0,38,38,38.0,NO
15,1,15,0,185,105,15,18,1,186,68,10.333333333333334,50,0,2.7777777777777777,136,68,7.555555555555555,NO
3,5,10,0,4,0,34,1,1,14,14,14.0,10,0,10.0,4,4,4.0,NO
1,1,1,0,66,0,1,2,1,19,12,9.5,31,0,15.5,-12,6,-6.0,NO
2,5,7,0,4,0,25,1,1,11,11,11.0,13,0,13.0,-2,0,-2.0,NO
1,1,1,0,1,0,1,1,1,34,34,34.0,0,0,0.0,34,34,34.0,NO
4,5,13,0,1,0,47,3,1,49,47,16.333333333333332,0,0,0.0,49,47,16.333333333333332,NO
13,1,13,0,66,78,13,9,3,150,76,16.666666666666668,31,0,3.4444444444444446,119,76,13.222222222222221,YES
2,1,2,0,1,1,2,1,1,40,40,40.0,0,0,0.0,40,40,40.0,NO
2,5,6,0,3,0,21,3,2,14,11,4.666666666666667,18,0,6.0,-4,2,-1.3333333333333333,NO
3,5,9,0,1,0,33,1,1,52,52,52.0,0,0,0.0,52,52,52.0,NO
3,1,3,0,8,3,3,1,1,21,21,21.0,6,0,6.0,15,15,15.0,NO
2,1,2,0,18,1,2,5,1,54,33,10.8,3,0,0.6,51,33,10.2,NO
1,1,1,0,126,0,1,7,1,43,30,6.142857142857143,7,0,1.0,36,30,5.142857142857143,YES
3,1,3,0,35,3,3,3,1,16,13,5.333333333333333,11,0,3.6666666666666665,5,4,1.6666666666666667,NO
1,1,1,0,1,0,1,1,1,34,34,34.0,0,0,0.0,34,34,34.0,NO
2,5,7,0,2,0,25,1,1,12,12,12.0,13,0,13.0,-1,0,-1.0,NO
8,1,12,3,11,14,56,6,2,107,39,17.833333333333332,27,0,4.5,80,39,13.333333333333334,NO
4,4,8,12,33,6,21,3,1,40,39,13.333333333333334,1,0,0.3333333333333333,39,39,13.0,NO
3,5,6,1,4,3,17,2,1,40,38,20.0,0,0,0.0,40,38,20.0,NO
3,5,6,0,2,3,17,1,1,14,14,14.0,14,0,14.0,0,0,0.0,NO
2,1,2,0,9,1,2,2,1,17,10,8.5,4,0,2.0,13,10,6.5,NO
1,1,1,0,17,0,1,3,1,16,12,5.333333333333333,16,0,5.333333333333333,0,1,0.0,NO
11,1,24,0,13,39,101,9,1,145,107,16.11111111111111,35,0,3.888888888888889,110,107,12.222222222222221,NO
4,2,7,0,5,4,45,3,1,24,16,8.0,0,0,0.0,24,16,8.0,NO
20,3,53,0,18,126,299,8,1,219,84,27.375,40,0,5.0,179,84,22.375,NO
10,1,18,2,9,9,86,8,1,109,49,13.625,23,0,2.875,86,49,10.75,NO
7,2,13,0,6,17,46,4,1,43,29,10.75,11,0,2.75,32,29,8.0,NO
22,3,42,0,15,211,187,7,1,241,131,34.42857142857143,62,0,8.857142857142858,179,131,25.571428571428573,NO
4,1,11,3,3,0,31,4,1,46,42,11.5,3,0,0.75,43,42,10.75,NO
7,2,21,0,11,17,90,3,1,58,44,19.333333333333332,10,0,3.3333333333333335,48,44,16.0,NO
13,3,33,0,14,68,121,8,1,169,69,21.125,46,0,5.75,123,69,15.375,NO
7,2,8,2,3,9,40,5,1,86,69,17.2,32,0,6.4,54,69,10.8,NO
12,2,35,0,12,26,190,4,1,10,6,2.5,3,0,0.75,7,4,1.75,NO
10,1,20,1,10,23,107,4,1,13,8,3.25,24,0,6.0,-11,1,-2.75,NO
5,3,20,0,13,8,66,5,1,14,8,2.8,7,0,1.4,7,7,1.4,NO
16,2,36,1,13,78,188,3,1,5,3,1.6666666666666667,1,0,0.3333333333333333,4,3,1.3333333333333333,NO
3,4,9,0,4,0,33,3,1,2,2,0.6666666666666666,3,0,1.0,-1,1,-0.3333333333333333,NO
14,1,18,0,6,61,81,3,1,5,3,1.6666666666666667,5,0,1.6666666666666667,0,2,0.0,NO
13,2,27,0,16,34,126,3,1,6,3,2.0,8,0,2.6666666666666665,-2,0,-0.6666666666666666,NO
8,2,17,0,14,0,69,3,1,2,1,0.6666666666666666,2,0,0.6666666666666666,0,0,0.0,NO
15,2,44,0,20,75,218,4,1,7,3,1.75,40,0,10.0,-33,0,-8.25,NO
9,1,16,0,5,36,69,1,1,95,95,95.0,0,0,0.0,95,95,95.0,NO
27,1,47,3,16,323,224,13,2,350,57,26.923076923076923,161,0,12.384615384615385,189,54,14.538461538461538,NO
6,3,16,0,6,0,86,10,1,128,60,12.8,47,0,4.7,81,60,8.1,NO
2,1,3,0,4,0,12,4,1,17,11,4.25,11,0,2.75,6,6,1.5,NO
28,1,48,0,15,330,235,5,1,257,128,51.4,40,0,8.0,217,128,43.4,NO
2,1,2,0,7,1,2,3,1,14,12,4.666666666666667,7,0,2.3333333333333335,7,7,2.3333333333333335,NO
18,1,39,0,26,153,126,13,2,279,82,21.46153846153846,14,0,1.0769230769230769,265,80,20.384615384615383,NO
6,3,10,1,6,0,46,5,2,18,9,3.6,19,0,3.8,-1,0,-0.2,NO
3,1,3,0,2,3,3,2,1,28,19,14.0,24,0,12.0,4,19,2.0,NO
