@RELATION synapse-1.1-CKPSS

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE revision_num REAL
@ATTRIBUTE author_num REAL
@ATTRIBUTE linesadd_sum REAL
@ATTRIBUTE linesadd_max REAL
@ATTRIBUTE linesadd_avg REAL
@ATTRIBUTE linesdel_sum REAL
@ATTRIBUTE linesdel_max REAL
@ATTRIBUTE linesdel_avg REAL
@ATTRIBUTE codechurn_sum REAL
@ATTRIBUTE codechurn_max REAL
@ATTRIBUTE codechurn_avg REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
1,1,1,0,1,0,1,1,1,34,34,34.0,0,0,0.0,34,34,34.0,NO
7,1,32,3,19,9,211,3,1,51,45,17.0,6,0,2.0,45,45,15.0,NO
2,1,2,0,9,1,2,2,2,43,35,21.5,0,0,0.0,43,35,21.5,NO
4,1,4,0,74,6,4,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
48,1,48,0,71,1128,48,2,2,7,6,3.5,1,0,0.5,6,6,3.0,NO
8,1,55,0,16,14,379,8,3,110,53,13.75,41,0,5.125,69,27,8.625,NO
3,1,3,0,10,3,3,3,1,56,35,18.666666666666668,7,0,2.3333333333333335,49,35,16.333333333333332,NO
2,1,6,0,11,1,81,8,2,228,185,28.5,8,0,1.0,220,185,27.5,YES
3,4,6,0,82,3,17,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
6,1,18,0,4,13,57,4,2,25,19,6.25,97,0,24.25,-72,19,-18.0,NO
26,1,31,0,16,245,193,4,2,12,6,3.0,4,0,1.0,8,6,2.0,NO
10,1,53,0,15,25,537,1,1,6,6,6.0,6,0,6.0,0,0,0.0,YES
47,1,105,0,42,589,933,15,4,472,181,31.466666666666665,121,0,8.066666666666666,351,130,23.4,YES
6,1,35,0,10,3,145,4,2,37,18,9.25,13,0,3.25,24,16,6.0,NO
1,1,1,0,10,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
8,2,60,2,13,12,727,6,2,387,267,64.5,43,0,7.166666666666667,344,267,57.333333333333336,NO
2,2,30,2,14,1,377,6,2,259,169,43.166666666666664,28,0,4.666666666666667,231,169,38.5,NO
2,2,15,7,14,1,46,1,1,1,1,1.0,2,0,2.0,-1,0,-1.0,NO
2,2,14,7,12,1,40,3,2,6,4,2.0,15,0,5.0,-9,1,-3.0,NO
5,1,18,17,24,10,142,3,2,52,35,17.333333333333332,13,0,4.333333333333333,39,34,13.0,NO
8,1,36,17,31,22,190,5,2,40,21,8.0,22,0,4.4,18,15,3.6,YES
4,2,34,0,13,2,314,1,1,167,167,167.0,0,0,0.0,167,167,167.0,NO
4,2,24,0,11,6,140,1,1,89,89,89.0,0,0,0.0,89,89,89.0,NO
2,3,4,0,7,1,9,1,1,1,1,1.0,3,0,3.0,-2,0,-2.0,NO
2,3,5,0,5,1,14,1,1,0,0,0.0,2,0,2.0,-2,0,-2.0,NO
3,3,12,0,5,3,33,3,2,10,7,3.3333333333333335,13,0,4.333333333333333,-3,2,-1.0,NO
5,2,38,0,9,4,318,2,2,164,163,82.0,1,0,0.5,163,163,81.5,NO
3,2,29,0,11,3,192,4,2,105,99,26.25,2,0,0.5,103,99,25.75,NO
4,2,29,0,9,4,141,8,3,134,83,16.75,105,0,13.125,29,72,3.625,NO
3,2,24,0,8,3,114,4,3,31,14,7.75,24,0,6.0,7,8,1.75,NO
4,2,19,0,7,2,66,6,2,102,54,17.0,15,0,2.5,87,54,14.5,NO
3,2,16,0,10,3,56,4,2,92,45,23.0,5,0,1.25,87,45,21.75,NO
3,1,3,0,4,3,3,2,2,56,42,28.0,1,0,0.5,55,41,27.5,NO
13,1,45,0,14,10,382,3,3,283,244,94.33333333333333,30,0,10.0,253,244,84.33333333333333,NO
2,1,2,0,4,1,2,2,2,51,35,25.5,1,0,0.5,50,34,25.0,NO
4,3,9,0,5,4,31,2,2,72,63,36.0,1,0,0.5,71,63,35.5,NO
3,3,14,0,8,3,45,3,2,78,76,26.0,14,0,4.666666666666667,64,76,21.333333333333332,NO
4,3,9,0,5,4,31,2,2,70,61,35.0,1,0,0.5,69,61,34.5,NO
3,3,14,0,8,3,45,4,2,78,75,19.5,14,0,3.5,64,75,16.0,NO
4,2,8,0,4,4,27,2,1,2,1,1.0,2,0,1.0,0,0,0.0,NO
3,2,13,0,7,3,41,1,1,2,2,2.0,11,0,11.0,-9,0,-9.0,NO
5,1,28,0,11,8,122,2,2,3,2,1.5,3,0,1.5,0,0,0.0,NO
4,1,22,0,13,2,126,1,1,2,2,2.0,2,0,2.0,0,0,0.0,NO
