@RELATION synapse-1.2-CKPSS

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE revision_num REAL
@ATTRIBUTE author_num REAL
@ATTRIBUTE linesadd_sum REAL
@ATTRIBUTE linesadd_max REAL
@ATTRIBUTE linesadd_avg REAL
@ATTRIBUTE linesdel_sum REAL
@ATTRIBUTE linesdel_max REAL
@ATTRIBUTE linesdel_avg REAL
@ATTRIBUTE codechurn_sum REAL
@ATTRIBUTE codechurn_max REAL
@ATTRIBUTE codechurn_avg REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
1,1,1,0,2,0,1,1,1,2,2,2.0,2,0,2.0,0,0,0.0,NO
7,1,32,4,20,9,220,2,2,5,4,2.5,5,0,2.5,0,0,0.0,NO
2,1,2,0,11,1,2,1,1,4,4,4.0,4,0,4.0,0,0,0.0,NO
4,1,4,0,78,6,4,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
52,1,52,0,78,1326,52,4,2,76,43,19.0,16,0,4.0,60,30,15.0,NO
25,1,86,0,32,174,740,17,5,345,150,20.294117647058822,166,0,9.764705882352942,179,60,10.529411764705882,YES
3,1,3,0,11,3,3,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
2,1,6,0,14,1,106,15,4,70,17,4.666666666666667,16,0,1.0666666666666667,54,17,3.6,YES
3,4,6,0,83,3,17,0,0,0,0,0.0,0,0,0.0,0,0,0.0,YES
6,1,26,0,4,9,171,5,2,40,11,8.0,9,0,1.8,31,9,6.2,YES
26,1,31,0,17,245,193,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
15,1,75,0,23,49,940,6,2,213,117,35.5,61,0,10.166666666666666,152,111,25.333333333333332,YES
50,1,108,0,46,697,976,6,4,128,59,21.333333333333332,75,0,12.5,53,27,8.833333333333334,YES
6,1,37,0,11,3,214,5,3,50,35,10.0,16,0,3.2,34,33,6.8,YES
1,1,1,0,10,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
8,2,60,2,12,12,709,6,3,33,25,5.5,33,0,5.5,0,4,0.0,YES
2,2,30,2,16,1,373,3,3,7,4,2.3333333333333335,4,0,1.3333333333333333,3,3,1.0,NO
2,2,15,7,14,1,46,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
2,2,14,7,12,1,40,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
5,1,18,19,26,10,154,2,2,2,1,1.0,0,0,0.0,2,1,1.0,NO
8,1,36,18,34,22,181,4,1,15,12,3.75,17,0,4.25,-2,12,-0.5,NO
4,2,29,0,13,2,222,6,3,24,10,4.0,54,0,9.0,-30,2,-5.0,NO
4,2,29,0,14,6,156,4,3,48,29,12.0,37,0,9.25,11,23,2.75,NO
4,2,29,0,10,4,133,6,2,126,118,21.0,13,0,2.1666666666666665,113,118,18.833333333333332,NO
2,3,4,0,8,1,9,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
2,3,5,0,6,1,14,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
3,3,12,0,5,3,33,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
5,2,42,0,9,4,384,7,2,50,27,7.142857142857143,26,0,3.7142857142857144,24,11,3.4285714285714284,NO
3,2,31,0,11,3,225,7,2,37,20,5.285714285714286,21,0,3.0,16,8,2.2857142857142856,NO
4,2,25,0,8,2,218,6,3,157,103,26.166666666666668,23,0,3.8333333333333335,134,103,22.333333333333332,NO
3,2,25,0,11,3,156,7,3,104,76,14.857142857142858,14,0,2.0,90,76,12.857142857142858,NO
4,2,29,0,8,4,141,1,1,4,4,4.0,4,0,4.0,0,0,0.0,NO
3,2,24,0,8,3,114,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
4,2,19,0,7,2,66,1,1,10,10,10.0,6,0,6.0,4,4,4.0,NO
3,2,16,0,10,3,56,1,1,11,11,11.0,7,0,7.0,4,4,4.0,NO
3,1,3,0,4,3,3,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
13,1,45,0,14,10,382,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
2,1,2,0,4,1,2,1,1,2,2,2.0,2,0,2.0,0,0,0.0,NO
4,3,9,0,5,4,31,2,2,26,23,13.0,21,0,10.5,5,3,2.5,NO
3,3,14,0,8,3,45,2,2,29,26,14.5,40,0,20.0,-11,12,-5.5,NO
4,3,9,0,5,4,31,2,2,23,22,11.5,20,0,10.0,3,2,1.5,NO
3,3,14,0,8,3,45,2,2,28,25,14.0,39,0,19.5,-11,11,-5.5,NO
4,2,8,0,4,4,27,1,1,3,3,3.0,2,0,2.0,1,1,1.0,NO
3,2,13,0,7,3,41,1,1,5,5,5.0,2,0,2.0,3,3,3.0,NO
5,1,28,0,11,8,122,2,2,5,3,2.5,1,0,0.5,4,3,2.0,NO
4,1,22,0,13,2,126,1,1,3,3,3.0,0,0,0.0,3,3,3.0,NO
4,2,36,0,9,2,371,8,3,70,25,8.75,69,0,8.625,1,9,0.125,YES
3,2,32,0,11,3,232,5,2,27,11,5.4,26,0,5.2,1,5,0.2,YES
4,3,29,0,11,2,212,4,1,88,83,22.0,36,0,9.0,52,55,13.0,NO
3,3,27,0,11,3,145,2,1,46,42,23.0,8,0,4.0,38,40,19.0,NO
4,2,29,0,11,2,191,5,3,15,7,3.0,22,0,4.4,-7,0,-1.4,NO
3,2,25,0,10,3,139,2,2,5,3,2.5,13,0,6.5,-8,0,-4.0,NO
4,3,9,0,5,4,30,1,1,3,3,3.0,2,0,2.0,1,1,1.0,NO
3,3,15,0,7,3,46,1,1,5,5,5.0,2,0,2.0,3,3,3.0,NO
4,2,30,0,14,2,161,4,2,20,11,5.0,18,0,4.5,2,4,0.5,NO
3,2,24,0,12,3,94,2,2,13,11,6.5,10,0,5.0,3,5,1.5,NO
4,2,16,0,6,2,97,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
3,2,19,0,8,3,88,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
2,1,2,0,5,1,2,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
9,1,39,0,14,0,406,3,3,23,20,7.666666666666667,26,0,8.666666666666666,-3,1,-1.0,YES
3,1,26,0,11,1,158,4,2,23,19,5.75,14,0,3.5,9,10,2.25,NO
2,1,2,0,8,1,2,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
7,1,28,0,9,0,265,3,2,9,6,3.0,8,0,2.6666666666666665,1,1,0.3333333333333333,YES
4,1,21,0,13,4,132,5,3,68,36,13.6,47,0,9.4,21,36,4.2,NO
4,3,9,0,5,4,30,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
3,3,15,0,7,3,46,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
5,2,35,0,10,6,435,7,2,191,130,27.285714285714285,68,0,9.714285714285714,123,84,17.571428571428573,NO
4,2,31,0,10,6,456,7,2,137,80,19.571428571428573,82,0,11.714285714285714,55,64,7.857142857142857,NO
7,1,42,0,7,9,558,1,1,1,1,1.0,6,0,6.0,-5,0,-5.0,YES
4,2,22,0,10,4,174,3,1,5,4,1.6666666666666667,10,0,3.3333333333333335,-5,0,-1.6666666666666667,NO
3,2,21,0,10,3,110,1,1,1,1,1.0,3,0,3.0,-2,0,-2.0,NO
5,1,67,0,14,0,695,11,4,166,85,15.090909090909092,91,0,8.272727272727273,75,42,6.818181818181818,NO
4,1,69,0,19,2,598,7,4,67,21,9.571428571428571,66,0,9.428571428571429,1,14,0.14285714285714285,NO
4,2,28,0,10,2,260,4,2,12,5,3.0,14,0,3.5,-2,1,-0.5,NO
3,2,21,0,10,3,107,2,2,7,4,3.5,11,0,5.5,-4,0,-2.0,NO
6,1,28,0,7,5,163,1,1,6,6,6.0,3,0,3.0,3,3,3.0,NO
4,1,23,0,11,2,101,1,1,2,2,2.0,2,0,2.0,0,0,0.0,NO
4,1,16,0,7,4,76,1,1,72,72,72.0,0,0,0.0,72,72,72.0,YES
3,1,15,0,9,1,50,2,2,54,53,27.0,4,0,2.0,50,53,25.0,YES
4,2,11,0,6,2,49,4,3,7,4,1.75,17,0,4.25,-10,0,-2.5,NO
3,2,15,0,9,3,50,3,3,4,2,1.3333333333333333,49,0,16.333333333333332,-45,0,-15.0,NO
5,3,19,0,12,6,159,1,1,3,3,3.0,4,0,4.0,-1,0,-1.0,NO
4,3,24,0,12,4,188,1,1,3,3,3.0,13,0,13.0,-10,0,-10.0,NO
3,1,3,0,4,3,3,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
11,1,38,0,11,0,336,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
1,1,1,0,4,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
8,1,18,0,7,8,79,2,2,35,23,17.5,19,0,9.5,16,19,8.0,YES
4,2,27,0,13,2,167,4,2,8,3,2.0,11,0,2.75,-3,1,-0.75,NO
3,2,27,0,13,3,128,2,2,4,3,2.0,16,0,8.0,-12,0,-6.0,NO
4,3,9,0,5,4,30,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
3,3,15,0,7,3,46,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
15,1,84,0,28,99,507,6,3,47,31,7.833333333333333,11,0,1.8333333333333333,36,30,6.0,YES
9,1,45,0,24,32,235,2,2,7,6,3.5,18,0,9.0,-11,0,-5.5,YES
4,1,17,0,24,0,59,5,1,90,84,18.0,28,0,5.6,62,84,12.4,NO
5,1,23,0,23,8,77,5,1,85,79,17.0,15,0,3.0,70,79,14.0,NO
4,1,25,0,12,2,145,5,4,7,2,1.4,6,0,1.2,1,2,0.2,NO
3,1,18,0,13,1,90,3,3,6,2,2.0,10,0,3.3333333333333335,-4,0,-1.3333333333333333,NO
4,3,29,0,9,2,218,4,2,15,12,3.75,15,0,3.75,0,3,0.0,NO
3,3,28,0,13,3,142,2,2,7,6,3.5,17,0,8.5,-10,0,-5.0,NO
2,1,5,0,4,1,88,1,1,4,4,4.0,0,0,0.0,4,4,4.0,YES
3,1,11,0,8,1,26,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
3,1,8,0,5,1,21,2,2,1,1,0.5,13,0,6.5,-12,0,-6.0,NO
4,2,27,0,9,4,150,6,3,14,7,2.3333333333333335,13,0,2.1666666666666665,1,6,0.16666666666666666,YES
3,2,31,0,12,3,144,4,3,14,5,3.5,17,0,4.25,-3,4,-0.75,YES
5,3,18,0,7,8,80,13,3,153,35,11.76923076923077,329,0,25.307692307692307,-176,16,-13.538461538461538,YES
3,3,17,0,13,1,82,12,3,87,48,7.25,213,0,17.75,-126,6,-10.5,NO
6,2,28,1,7,13,139,3,3,59,37,19.666666666666668,35,0,11.666666666666666,24,31,8.0,YES
4,2,21,1,13,0,178,2,2,38,26,19.0,23,0,11.5,15,25,7.5,NO
11,1,65,6,23,49,566,9,3,431,153,47.888888888888886,123,0,13.666666666666666,308,151,34.22222222222222,NO
8,1,44,6,28,26,342,6,2,213,109,35.5,49,0,8.166666666666666,164,104,27.333333333333332,YES
4,2,13,0,4,4,51,7,3,20,10,2.857142857142857,64,0,9.142857142857142,-44,1,-6.285714285714286,NO
2,2,14,0,11,1,63,3,1,10,6,3.3333333333333335,18,0,6.0,-8,0,-2.6666666666666665,NO
4,2,10,0,4,4,43,5,2,8,4,1.6,25,0,5.0,-17,4,-3.4,NO
2,2,8,0,10,1,38,3,1,4,2,1.3333333333333333,6,0,2.0,-2,0,-0.6666666666666666,NO
4,2,19,0,7,4,78,6,3,23,17,3.8333333333333335,66,0,11.0,-43,0,-7.166666666666667,YES
2,2,16,0,13,1,88,3,1,21,17,7.0,27,0,9.0,-6,0,-2.0,YES
4,2,23,0,11,4,117,7,3,29,15,4.142857142857143,70,0,10.0,-41,1,-5.857142857142857,YES
