@RELATION ant-1.3-CKPSS

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE revision_num REAL
@ATTRIBUTE author_num REAL
@ATTRIBUTE linesadd_sum REAL
@ATTRIBUTE linesadd_max REAL
@ATTRIBUTE linesadd_avg REAL
@ATTRIBUTE linesdel_sum REAL
@ATTRIBUTE linesdel_max REAL
@ATTRIBUTE linesdel_avg REAL
@ATTRIBUTE codechurn_sum REAL
@ATTRIBUTE codechurn_max REAL
@ATTRIBUTE codechurn_avg REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
17,2,64,0,9,76,713,5,4,82,57,16.4,10,0,2.0,72,51,14.4,YES
11,2,15,0,7,13,97,2,2,1,1,0.5,3,0,1.5,-2,0,-1.0,NO
14,4,28,0,99,0,153,3,2,30,29,10.0,11,0,3.6666666666666665,19,28,6.333333333333333,NO
7,1,7,0,6,21,7,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
4,1,4,0,3,6,4,2,2,5,4,2.5,1,0,0.5,4,4,2.0,NO
0,1,0,0,0,0,0,3,3,22,19,7.333333333333333,6,0,2.0,16,19,5.333333333333333,NO
14,1,32,1,8,49,257,5,3,9,7,1.8,13,0,2.6,-4,6,-0.8,YES
2,1,6,0,0,1,45,2,2,2,1,1.0,3,0,1.5,-1,0,-0.5,NO
23,1,51,1,22,181,1407,3,3,2,1,0.6666666666666666,2,0,0.6666666666666666,0,0,0.0,NO
13,1,13,0,4,78,13,3,2,54,53,18.0,1,0,0.3333333333333333,53,53,17.666666666666668,NO
14,1,63,0,24,63,822,3,1,28,26,9.333333333333334,28,0,9.333333333333334,0,25,0.0,YES
5,1,10,0,51,8,69,2,2,1,1,0.5,1,0,0.5,0,0,0.0,NO
14,1,82,0,7,65,1253,8,3,55,21,6.875,52,0,6.5,3,16,0.375,YES
4,2,16,0,3,0,59,2,2,90,89,45.0,1,0,0.5,89,89,44.5,NO
3,1,15,0,2,0,100,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
71,1,186,0,103,2247,2193,9,4,95,81,10.555555555555555,15,0,1.6666666666666667,80,79,8.88888888888889,YES
17,1,73,0,19,112,502,13,4,232,85,17.846153846153847,163,0,12.538461538461538,69,44,5.3076923076923075,YES
9,1,25,0,8,10,114,1,1,1,1,1.0,1,0,1.0,0,0,0.0,YES
19,1,47,0,18,97,273,5,4,22,11,4.4,11,0,2.2,11,11,2.2,YES
19,1,23,34,78,119,125,3,3,7,6,2.3333333333333335,4,0,1.3333333333333333,3,3,1.0,NO
4,3,15,0,6,0,82,2,2,1,1,0.5,1,0,0.5,0,0,0.0,NO
6,3,33,0,10,0,198,2,1,8,7,4.0,6,0,3.0,2,2,1.0,YES
10,1,49,0,9,1,382,2,2,3,2,1.5,61,0,30.5,-58,0,-29.0,NO
10,3,70,0,9,1,440,2,2,1,1,0.5,1,0,0.5,0,0,0.0,NO
8,3,55,0,6,24,643,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
13,3,35,0,7,52,273,4,3,27,14,6.75,9,0,2.25,18,9,4.5,NO
5,3,20,0,7,2,76,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
14,5,43,0,10,15,168,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
4,5,21,0,5,0,87,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
