@RELATION camel-1.2-CKPSS

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE revision_num REAL
@ATTRIBUTE author_num REAL
@ATTRIBUTE linesadd_sum REAL
@ATTRIBUTE linesadd_max REAL
@ATTRIBUTE linesadd_avg REAL
@ATTRIBUTE linesdel_sum REAL
@ATTRIBUTE linesdel_max REAL
@ATTRIBUTE linesdel_avg REAL
@ATTRIBUTE codechurn_sum REAL
@ATTRIBUTE codechurn_max REAL
@ATTRIBUTE codechurn_avg REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
1,4,2,0,2,0,5,0,0,0,0,0.0,0,0,0.0,0,0,0.0,YES
1,1,1,0,28,0,1,1,1,35,35,35.0,0,0,0.0,35,35,35.0,YES
1,1,1,0,22,0,1,2,2,46,44,23.0,1,0,0.5,45,44,22.5,YES
0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
23,1,23,0,111,253,23,3,2,18,12,6.0,0,0,0.0,18,12,6.0,YES
1,1,1,0,9,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
4,3,8,3,5,6,20,0,0,0,0,0.0,0,0,0.0,0,0,0.0,YES
2,4,7,6,8,0,23,0,0,0,0,0.0,0,0,0.0,0,0,0.0,YES
45,2,67,0,21,916,461,6,2,221,161,36.833333333333336,25,0,4.166666666666667,196,148,32.666666666666664,YES
3,1,3,0,37,3,3,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
0,1,0,0,31,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
0,1,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
9,1,9,0,127,36,9,2,1,9,9,4.5,5,0,2.5,4,9,2.0,YES
2,1,2,0,2,1,2,1,1,10,10,10.0,4,0,4.0,6,6,6.0,NO
21,1,21,0,272,210,21,9,3,63,22,7.0,16,0,1.7777777777777777,47,12,5.222222222222222,YES
9,2,23,0,40,32,240,2,2,123,107,61.5,0,0,0.0,123,107,61.5,YES
3,5,10,0,4,0,34,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
