@RELATION xerces-1.3-CKPSS

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE revision_num REAL
@ATTRIBUTE author_num REAL
@ATTRIBUTE linesadd_sum REAL
@ATTRIBUTE linesadd_max REAL
@ATTRIBUTE linesadd_avg REAL
@ATTRIBUTE linesdel_sum REAL
@ATTRIBUTE linesdel_max REAL
@ATTRIBUTE linesdel_avg REAL
@ATTRIBUTE codechurn_sum REAL
@ATTRIBUTE codechurn_max REAL
@ATTRIBUTE codechurn_avg REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
11,1,21,1,0,55,99,2,2,132,129,66.0,80,0,40.0,52,50,26.0,YES
20,1,47,1,0,152,325,1,1,273,273,273.0,94,0,94.0,179,179,179.0,YES
6,3,10,0,0,0,50,1,1,58,58,58.0,19,0,19.0,39,39,39.0,NO
2,3,4,0,0,1,9,1,1,2,2,2.0,2,0,2.0,0,0,0.0,NO
17,1,37,1,0,136,254,1,1,298,298,298.0,88,0,88.0,210,210,210.0,NO
12,1,39,1,0,52,275,1,1,223,223,223.0,96,0,96.0,127,127,127.0,NO
4,1,5,0,1,0,28,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
27,4,35,0,2,351,171,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
23,4,26,0,2,253,127,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
17,4,27,0,2,136,123,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
3,4,7,0,2,3,19,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
5,4,8,0,2,10,28,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
7,4,11,0,2,21,43,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
13,4,16,0,2,78,72,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
11,1,37,0,5,0,332,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
12,4,22,0,3,66,97,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
9,1,22,0,9,18,366,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
3,4,6,0,2,3,17,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
4,2,8,0,2,4,31,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
3,4,6,0,2,3,17,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
3,4,7,0,2,3,19,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
34,3,83,0,59,541,1017,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
23,3,42,52,55,253,249,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
1,4,2,0,3,0,6,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
7,4,11,0,2,21,43,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
0,1,0,0,8,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,NO
18,4,25,0,3,153,102,2,1,8,7,4.0,1,0,0.5,7,7,3.5,NO
17,4,23,0,2,136,96,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
5,4,8,0,2,10,28,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
9,4,15,0,2,36,52,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
3,4,6,0,2,3,17,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
3,4,6,0,2,3,17,1,1,1,1,1.0,1,0,1.0,0,0,0.0,NO
