@RELATION camel-1.6-allm

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE revision_num REAL
@ATTRIBUTE author_num REAL
@ATTRIBUTE linesadd_sum REAL
@ATTRIBUTE linesadd_max REAL
@ATTRIBUTE linesadd_avg REAL
@ATTRIBUTE linesdel_sum REAL
@ATTRIBUTE linesdel_max REAL
@ATTRIBUTE linesdel_avg REAL
@ATTRIBUTE codechurn_sum REAL
@ATTRIBUTE codechurn_max REAL
@ATTRIBUTE codechurn_avg REAL
@ATTRIBUTE Size_Ego REAL
@ATTRIBUTE Ties_Ego REAL
@ATTRIBUTE Pairs_Ego REAL
@ATTRIBUTE Density_Ego REAL
@ATTRIBUTE nWeakComp_Ego REAL
@ATTRIBUTE pWeakComp_Ego REAL
@ATTRIBUTE 2StepReach_Ego REAL
@ATTRIBUTE ReachEffic_Ego REAL
@ATTRIBUTE Broker_Ego REAL
@ATTRIBUTE nBroker_Ego REAL
@ATTRIBUTE EgoBetween_Ego REAL
@ATTRIBUTE nEgoBetween_Ego REAL
@ATTRIBUTE Size_Ein REAL
@ATTRIBUTE Ties_Ein REAL
@ATTRIBUTE Pairs_Ein REAL
@ATTRIBUTE Density_Ein REAL
@ATTRIBUTE nWeakComp_Ein REAL
@ATTRIBUTE pWeakComp_Ein REAL
@ATTRIBUTE 2StepReach_Ein REAL
@ATTRIBUTE ReachEffic_Ein REAL
@ATTRIBUTE Broker_Ein REAL
@ATTRIBUTE nBroker_Ein REAL
@ATTRIBUTE EgoBetween_Ein REAL
@ATTRIBUTE nEgoBetween_Ein REAL
@ATTRIBUTE Size_Eout REAL
@ATTRIBUTE Ties_Eout REAL
@ATTRIBUTE Pairs_Eout REAL
@ATTRIBUTE Density_Eout REAL
@ATTRIBUTE nWeakComp_Eout REAL
@ATTRIBUTE pWeakComp_Eout REAL
@ATTRIBUTE 2StepReach_Eout REAL
@ATTRIBUTE ReachEffic_Eout REAL
@ATTRIBUTE Broker_Eout REAL
@ATTRIBUTE nBroker_Eout REAL
@ATTRIBUTE EgoBetween_Eout REAL
@ATTRIBUTE nEgoBetween_Eout REAL
@ATTRIBUTE EffSize REAL
@ATTRIBUTE Efficiency REAL
@ATTRIBUTE Constraint REAL
@ATTRIBUTE Hierarchy REAL
@ATTRIBUTE Indirects REAL
@ATTRIBUTE Degree REAL
@ATTRIBUTE BonPwr REAL
@ATTRIBUTE 2Step REAL
@ATTRIBUTE ARD REAL
@ATTRIBUTE Eigenvector REAL
@ATTRIBUTE Between REAL
@ATTRIBUTE Degree_n REAL
@ATTRIBUTE BonPwr_n REAL
@ATTRIBUTE 2Step_n REAL
@ATTRIBUTE ARD_n REAL
@ATTRIBUTE Eigenvector_n REAL
@ATTRIBUTE Between_n REAL
@ATTRIBUTE OutFreeClo REAL
@ATTRIBUTE InFreeClo REAL
@ATTRIBUTE OutValClo REAL
@ATTRIBUTE InValClo REAL
@ATTRIBUTE OutRecipClo REAL
@ATTRIBUTE InRecipClo REAL
@ATTRIBUTE OutdwReach REAL
@ATTRIBUTE IndwReach REAL
@ATTRIBUTE nOutdwReach REAL
@ATTRIBUTE nIndwReach REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
1,4,2,0,2,0,5,0,0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,2,0,2,100,2.074688911,95.23809814,1,1,1,50,1,0,0,0,1,100,0.726141095,87.5,0,0,0,0,1,0,0,0,1,100,1.348547697,100,0,0,0,0,2,1,0.5,0,0,2,155.1047058,20,277.1158752,0.001307149,2.629166603,0.002074689,1.271485448,0.020746889,0.287464589,0.001848868,5.66428E-06,0.001037344,0.003927304,0.001037344,0.736905813,0.002072556,0.108658269,2,105.4883881,0.002072539,0.10931439,NO
1,1,1,0,56,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,31,50,930,5.376344204,3,9.677419662,15.56016636,36.05769348,440,0.946236551,0,0,31,50,930,5.376344204,3,9.677419662,15.56016636,36.05769348,440,0.946236551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.903225839,0.056048345,0.096924089,0.232662767,31,4758.510742,150,335.5692444,0.040431909,374.4966125,0.032157678,39.00834274,0.155601665,0.348100871,0.057187989,0.000806816,0.001036269,0.003970084,0,0.739749134,0.001036275,0.238641798,1,230.7924042,0.001036269,0.239163116,YES
1,1,1,0,34,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,31,98,930,10.53763485,1,3.225806475,49.688797,50,416,0.894623637,11.78333378,1.267025113,28,28,756,3.703703642,6,21.4285717,16.39004135,42.47311783,364,0.962962985,0,0,3,1,6,16.66666603,2,66.66666412,44.91701126,73.89078522,2.5,0.833333313,0,0,25.61290359,0.826222718,0.074610241,0.128843173,0.378669679,31,6703.17627,479,400.7843628,0.056997467,474.4153748,0.032157678,54.94992065,0.496887952,0.415751427,0.080618761,0.001022081,0.001610699,0.003943111,0.357005566,0.737962484,0.065679528,0.204859242,63.67468643,198.2250366,0.06598413,0.205414549,YES
0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0,1,100,3.319502115,96.96969604,0,0,0,0,1,0,0,0,1,100,3.319502115,96.96969604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,226.7920837,32,286.8184814,0.001926546,0,0.001037344,1.859149575,0.033195022,0.297529548,0.002724958,0,0.001036269,0.003928136,0,0.736961663,0.001036275,0.111310504,1,108.0451431,0.001036269,0.111963876,NO
35,1,35,0,172,595,35,1,1,14,14,14.0,0,0,0.0,14,14,14.0,170,614,28730,2.137138844,1,0.588235319,77.48962402,24.18258286,14058,0.978628635,5642.337402,19.63918304,160,506,25440,1.988993764,1,0.625,76.03734589,25.38088608,12467,0.980110049,4123.064941,16.20701599,14,6,182,3.296703339,9,64.2857132,32.88381577,69.06317902,88,0.967032969,60,32.96703339,164.25,0.96617645,0.01683807,0.151840538,0.457704335,170,25763.88867,747,520.133728,0.218654141,48529.97266,0.176348552,211.2019043,0.774896264,0.539557815,0.309270352,0.104553051,0.001612499,0.00397316,0.357723624,0.73995012,0.101818845,0.435729265,98.51300049,420.7836609,0.102086008,0.436045259,YES
1,1,1,0,10,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,10,10,90,11.11111069,1,10,22.0954361,66.5625,40,0.888888896,0,0,9,1,72,1.388888836,8,88.8888855,10.0622406,64.66666412,35.5,0.986111104,0,0,1,0,0,0,1,100,17.63485527,100,0,0,0,0,8.5,0.850000024,0.129412383,0.052680299,0.107499629,10,2179.920166,213,339.7363281,0.018529667,27.06099319,0.010373444,17.87010193,0.220954359,0.352423579,0.026208865,5.83002E-05,0.001611577,0.003943289,0.357356012,0.737974286,0.076915286,0.193594411,74.50596619,187.3657379,0.077208258,0.194161385,YES
4,3,8,4,14,6,20,0,0,0,0,0.0,0,0,0.0,0,0,0.0,13,5,156,3.205128193,10,76.92308044,18.77593422,78.35498047,75.5,0.967948735,0,0,13,5,156,3.205128193,10,76.92308044,18.77593422,78.35498047,75.5,0.967948735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.57692337,0.967455626,0.087791383,0.007717266,0.063259095,13,1624.446655,181,333.4837646,0.013751587,1058.330322,0.013485477,13.31655502,0.18775934,0.34593752,0.019450618,0.002280069,0.001036269,0.004010284,0,0.742368758,0.001036275,0.206388086,1,199.7028961,0.001036269,0.206946,NO
4,4,10,8,13,0,39,0,0,0,0,0.0,0,0,0.0,0,0,0.0,13,15,156,9.615385056,2,15.38461494,33.81742859,82.53164673,70.5,0.903846145,11,7.051281929,11,4,110,3.636363745,7,63.63636398,3.008298874,46.03174591,53,0.963636339,0,0,2,0,2,0,2,100,33.71369171,97.89156342,1,1,0,0,11.30769253,0.869822502,0.160260871,0.187622026,0.300804526,14,2314.482422,326,363.0176697,0.019634476,97.78895569,0.014522822,18.9731884,0.338174284,0.376574337,0.027771536,0.000210677,0.001610699,0.003920038,0.357005566,0.736415625,0.064996615,0.134943351,63.01635742,130.8261414,0.065301925,0.135571137,YES
2,3,4,0,3,1,11,0,0,0,0,0.0,0,0,0.0,0,0,0.0,3,4,6,66.66666412,1,33.33333206,28.94190788,76.64835358,1,0.333333343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,66.66666412,1,33.33333206,28.94190788,76.64835358,1,0.333333343,0,0,1.333333254,0.444444448,0.364050567,0.000920921,0.044794746,3,1964.792969,279,350.7345581,0.016743112,0,0.003112033,16.10657692,0.289419085,0.363832533,0.023681913,0,0.001614281,0.001036269,0.3584342,0,0.082402237,0.001036275,79.79641724,1,0.082690589,0.001036269,NO
3,1,3,0,67,3,3,0,0,0,0,0.0,0,0,0.0,0,0,0.0,67,148,4422,3.346901894,1,1.49253726,41.07883835,31.65467644,2137,0.966530979,33.25,0.75192219,66,116,4290,2.703962803,1,1.515151501,38.90041351,34.78664017,2087,0.972960353,17.5,0.407925397,2,2,2,100,1,50,28.31950188,79.59183502,0,0,0,0,63.36029434,0.945676029,0.031089157,0.134897396,0.289129466,67,11068.75781,396,404.7189636,0.094048455,3624.401123,0.069502078,90.73719025,0.410788387,0.419832945,0.133024693,0.007808416,0.001611596,0.003964778,0.357363522,0.739398658,0.078384817,0.322105467,75.92263794,311.2503357,0.078676306,0.32253921,NO
2,1,2,0,1,1,2,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0,1,100,2.074688911,95.23809814,0,0,0,0,1,0,0,0,1,100,2.074688911,95.23809814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,208.0536804,20,278.2184753,0.001770441,0,0.001037344,1.705539703,0.020746889,0.288608372,0.00250416,0,0.001036269,0.001044912,0,0.008279406,0.001036275,0.004260706,1,4.116666794,0.001036269,0.004265976,NO
0,1,0,0,46,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,46,43,2070,2.077294588,17,36.95652008,33.40248871,38.19691467,1013.5,0.979227066,40,1.932367206,45,38,1980,1.919191957,17,37.77777863,33.19502258,39.02439117,971,0.980808079,0,0,1,0,0,0,1,100,2.385892153,100,0,0,0,0,44.69565201,0.97164464,0.027345633,0.022854436,0.10152404,46,8246.274414,322,377.9851685,0.070123963,1113.122314,0.047717843,67.599617,0.334024906,0.392100811,0.099185236,0.002398113,0.001037344,0.003975241,0.001037344,0.740087688,0.002072555,0.28380093,2,274.3258057,0.002072539,0.284275442,NO
0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,27,14,702,1.994302034,18,66.66666412,8.091286659,57.35293961,344,0.980057001,0,0,27,14,702,1.994302034,18,66.66666412,8.091286659,57.35293961,344,0.980057001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.22222137,0.971193433,0.054008339,0.063906252,0.153395057,27,872.3995972,78,316.002655,0.007201362,9595.999023,0.028008299,7.15157795,0.080912866,0.327803582,0.010185801,0.020673636,0.001036269,0.004163464,0,0.751887679,0.001036275,0.15095827,1,146.2800903,0.001036269,0.151585579,NO
