@RELATION jedit-4.3-allm

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE revision_num REAL
@ATTRIBUTE author_num REAL
@ATTRIBUTE linesadd_sum REAL
@ATTRIBUTE linesadd_max REAL
@ATTRIBUTE linesadd_avg REAL
@ATTRIBUTE linesdel_sum REAL
@ATTRIBUTE linesdel_max REAL
@ATTRIBUTE linesdel_avg REAL
@ATTRIBUTE codechurn_sum REAL
@ATTRIBUTE codechurn_max REAL
@ATTRIBUTE codechurn_avg REAL
@ATTRIBUTE Size_Ego REAL
@ATTRIBUTE Ties_Ego REAL
@ATTRIBUTE Pairs_Ego REAL
@ATTRIBUTE Density_Ego REAL
@ATTRIBUTE nWeakComp_Ego REAL
@ATTRIBUTE pWeakComp_Ego REAL
@ATTRIBUTE 2StepReach_Ego REAL
@ATTRIBUTE ReachEffic_Ego REAL
@ATTRIBUTE Broker_Ego REAL
@ATTRIBUTE nBroker_Ego REAL
@ATTRIBUTE EgoBetween_Ego REAL
@ATTRIBUTE nEgoBetween_Ego REAL
@ATTRIBUTE Size_Ein REAL
@ATTRIBUTE Ties_Ein REAL
@ATTRIBUTE Pairs_Ein REAL
@ATTRIBUTE Density_Ein REAL
@ATTRIBUTE nWeakComp_Ein REAL
@ATTRIBUTE pWeakComp_Ein REAL
@ATTRIBUTE 2StepReach_Ein REAL
@ATTRIBUTE ReachEffic_Ein REAL
@ATTRIBUTE Broker_Ein REAL
@ATTRIBUTE nBroker_Ein REAL
@ATTRIBUTE EgoBetween_Ein REAL
@ATTRIBUTE nEgoBetween_Ein REAL
@ATTRIBUTE Size_Eout REAL
@ATTRIBUTE Ties_Eout REAL
@ATTRIBUTE Pairs_Eout REAL
@ATTRIBUTE Density_Eout REAL
@ATTRIBUTE nWeakComp_Eout REAL
@ATTRIBUTE pWeakComp_Eout REAL
@ATTRIBUTE 2StepReach_Eout REAL
@ATTRIBUTE ReachEffic_Eout REAL
@ATTRIBUTE Broker_Eout REAL
@ATTRIBUTE nBroker_Eout REAL
@ATTRIBUTE EgoBetween_Eout REAL
@ATTRIBUTE nEgoBetween_Eout REAL
@ATTRIBUTE EffSize REAL
@ATTRIBUTE Efficiency REAL
@ATTRIBUTE Constraint REAL
@ATTRIBUTE Hierarchy REAL
@ATTRIBUTE Indirects REAL
@ATTRIBUTE Degree REAL
@ATTRIBUTE BonPwr REAL
@ATTRIBUTE 2Step REAL
@ATTRIBUTE ARD REAL
@ATTRIBUTE Eigenvector REAL
@ATTRIBUTE Between REAL
@ATTRIBUTE Degree_n REAL
@ATTRIBUTE BonPwr_n REAL
@ATTRIBUTE 2Step_n REAL
@ATTRIBUTE ARD_n REAL
@ATTRIBUTE Eigenvector_n REAL
@ATTRIBUTE Between_n REAL
@ATTRIBUTE OutFreeClo REAL
@ATTRIBUTE InFreeClo REAL
@ATTRIBUTE OutValClo REAL
@ATTRIBUTE InValClo REAL
@ATTRIBUTE OutRecipClo REAL
@ATTRIBUTE InRecipClo REAL
@ATTRIBUTE OutdwReach REAL
@ATTRIBUTE IndwReach REAL
@ATTRIBUTE nOutdwReach REAL
@ATTRIBUTE nIndwReach REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
14,1,16,0,2,91,38,3,1,192,191,64.0,191,0,63.666666666666664,1,191,0.3333333333333333,2,0,2,0,2,100,0.606060624,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,100,0.606060624,75,1,1,0,0,2,1,0.5,0,0,2,2.138019323,3,2.5,0,2,0.004040404,0.012492817,0.006060606,0.005050505,0,1.63579E-05,0.002024292,0.002016129,0.004040404,0,0.006048326,0.002016127,3,1,0.006048387,0.002016129,NO
5,3,6,0,1,2,36,3,1,85,84,28.333333333333332,84,0,28.0,1,84,0.3333333333333333,1,0,0,0,1,100,0.404040396,100,0,0,0,0,1,0,0,0,1,100,0.404040396,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,2.138079643,2,1.833333373,0,0,0.004040404,0.01249317,0.004040404,0.003703704,0,0,0.002016129,0.002020202,0,0.002020202,0.002016127,0.004032316,1,2,0.002016129,0.004032258,NO
13,1,13,0,2,78,13,4,1,245,243,61.25,247,0,61.75,-2,243,-0.5,2,0,2,0,2,100,0.606060624,75,1,1,0,0,2,0,2,0,2,100,0.606060624,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,2,2.13791132,3,2.5,0,2,0.004040404,0.012492186,0.006060606,0.005050505,0,1.63579E-05,0.002016129,0.002024292,0,0.004040404,0.002016127,0.006048326,1,3,0.002016129,0.006048387,NO
118,1,180,0,1,6075,5209,4,1,4384,4381,1096.0,4388,0,1097.0,-4,4381,-1.0,1,0,0,0,1,100,0.404040396,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0.404040396,100,0,0,0,0,1,1,1,1,0,2,2.138618946,2,1.833333254,0,0,0.004040404,0.012496321,0.004040404,0.003703704,0,0,0.002020202,0.002016129,0.002020202,0,0.004032315,0.002016127,2,1,0.004032258,0.002016129,NO
18,1,94,0,13,39,707,2,2,46,33,23.0,43,0,21.5,3,3,1.5,11,38,110,34.54545593,1,9.090909004,61.41414261,38.38383865,36,0.654545426,15.44999981,14.04545498,4,4,12,33.33333206,1,25,46.46464539,79.03780365,4,0.666666687,4,33.33333206,10,36,90,40,1,10,61.21212006,38.69731903,27,0.600000024,10.61666679,11.79629612,7.071428299,0.642857134,0.139721856,0.090044133,0.174753636,12,4523.717285,304,211.9331512,0.053438876,33.52308273,0.024242423,26.43286324,0.614141405,0.428147793,0.075585395,0.000274184,0.008161986,0.003655862,0.754512846,0.44942978,0.287727803,0.215249136,143.1833954,107.0000381,0.288676202,0.215725884,NO
17,5,39,23,25,102,507,7,3,97,30,13.857142857142858,27,0,3.857142857142857,70,29,10.0,25,24,600,4,1,4,46.66666794,58.77862549,288,0.959999979,22,3.666666746,23,0,506,0,23,100,14.94949532,43.78698349,253,1,0,0,2,0,2,0,2,100,44.44444275,98.2142868,1,1,0,0,23.57999992,0.943199992,0.094791196,0.37304318,0.212128118,26,2818.477783,231,206.683075,0.033079483,243.6942291,0.052525252,16.468853,0.466666669,0.417541564,0.046788517,0.001993164,0.008151636,0.003647699,0.754199266,0.448195666,0.25974834,0.156764314,129.3335724,78.0500412,0.260753185,0.157358959,NO
5,2,6,2,22,10,26,5,2,52,29,10.4,135,0,27.0,-83,29,-16.6,18,76,306,24.83660126,1,5.555555344,50.30303192,40.29126358,115,0.751634002,26.61666679,8.698257446,14,56,182,30.76922989,1,7.142857075,48.88888931,43.2142868,63,0.692307711,1.5,0.824175835,5,8,20,40,1,20,7.474747658,44.04761887,6,0.600000024,3,15,13.39473724,0.744152069,0.113605291,0.062254991,0.37015292,18,4131.515137,249,206.0996704,0.048754163,83.0368042,0.036363635,24.14115906,0.5030303,0.416362971,0.068959214,0.000679154,0.008114887,0.003656321,0.753079176,0.449499011,0.210589767,0.227706954,104.9999924,113.1667252,0.21169354,0.228158727,NO
10,2,29,0,4,17,278,4,2,68,38,17.0,74,0,18.5,-6,13,-1.5,4,4,12,33.33333206,1,25,27.07070732,72.82608795,4,0.666666687,0,0,1,0,0,0,1,100,3.030303001,93.75,0,0,0,0,4,4,12,33.33333206,1,25,27.07070732,72.82608795,4,0.666666687,0,0,2.099999905,0.524999976,0.334355205,0.134925008,0.105236635,5,1046.963013,134,175.2166138,0.012333737,1.332965493,0.01010101,6.117586136,0.270707071,0.353972971,0.017445173,1.09023E-05,0.003122359,0.004799395,0.355013847,0.581097245,0.088890307,0.183600038,44.35955048,91.46672821,0.089434579,0.184408724,NO
19,2,38,0,17,147,193,9,3,80,58,8.88888888888889,260,0,28.88888888888889,-180,6,-20.0,17,63,272,23.16176414,1,5.882352829,55.95959473,41.77978897,104.5,0.76838237,39.96666718,14.69362736,10,21,90,23.33333397,1,10,48.08080673,56.8019104,34.5,0.766666651,10,11.11111069,9,25,72,34.72222137,1,11.11111069,53.13131332,52.70541,23.5,0.652777791,6.833333492,9.490740776,11.89473724,0.699690402,0.108024918,0.106643297,0.265537411,18,4385.260254,277,210.7663879,0.051732004,49.84972382,0.036363635,25.62383461,0.559595942,0.425790697,0.073171154,0.000407719,0.008157817,0.003656105,0.754386604,0.449466437,0.275337428,0.222319856,137.0501556,110.500061,0.276310802,0.222782388,NO
4,1,19,0,4,4,82,1,1,8,8,8.0,2,0,2.0,6,6,6.0,4,8,12,66.66666412,1,25,54.34343338,58.2251091,2,0.333333343,0,0,1,0,0,0,1,100,44.24242401,99.54545593,0,0,0,0,4,8,12,66.66666412,1,25,54.34343338,58.2251091,2,0.333333343,0,0,1.5,0.375,0.323482394,0.173070148,0.072790191,5,2438.108398,269,202.599823,0.028806813,0,0.01010101,14.24628925,0.543434322,0.409292579,0.040745139,0,0.008154726,0.003655646,0.754292965,0.449397206,0.267997384,0.210535347,133.4168549,104.6667099,0.268985599,0.211021587,NO
21,1,67,0,30,0,411,9,3,108,53,12.0,333,0,37.0,-225,13,-25.0,32,199,992,20.06048393,1,3.125,81.61616516,25.89743614,396.5,0.799395144,121.8823776,12.28652954,13,31,156,19.87179565,1,7.692307472,51.11111069,49.31773758,62.5,0.801282048,11.66666698,7.47863245,22,104,462,22.5108223,1,4.545454502,78.98989868,29.73384094,179,0.774891794,53.38333511,11.55483437,24.67142868,0.770982146,0.061887808,0.075982705,0.326956868,33,8897.107422,404,243.8332062,0.104593486,7236.30957,0.06666667,51.98733902,0.816161633,0.492592335,0.147939861,0.059185453,0.008187773,0.003656213,0.755290806,0.449482739,0.337996721,0.225686774,168.0666351,112.1667252,0.338844031,0.226142585,NO
8,3,26,0,12,14,195,2,2,51,50,25.5,28,0,14.0,23,23,11.5,11,35,110,31.81818199,1,9.090909004,66.66666412,41.50943375,37.5,0.681818187,4.166666508,3.787878752,1,0,0,0,1,100,3.434343338,94.44444275,0,0,0,0,10,31,90,34.44444275,1,10,66.66666412,42.47104263,29.5,0.655555546,0,0,7.454545498,0.677685916,0.122746438,0.00813033,0.156438261,12,4064.145508,330,220.53302,0.047799982,411.4078674,0.024242423,23.7475071,0.666666687,0.445521265,0.067609593,0.003364887,0.008171418,0.003650146,0.754797995,0.448566318,0.297222525,0.148919076,147.8833313,74.16664124,0.298151881,0.149529517,NO
