@RELATION synapse-1.0-allm

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE revision_num REAL
@ATTRIBUTE author_num REAL
@ATTRIBUTE linesadd_sum REAL
@ATTRIBUTE linesadd_max REAL
@ATTRIBUTE linesadd_avg REAL
@ATTRIBUTE linesdel_sum REAL
@ATTRIBUTE linesdel_max REAL
@ATTRIBUTE linesdel_avg REAL
@ATTRIBUTE codechurn_sum REAL
@ATTRIBUTE codechurn_max REAL
@ATTRIBUTE codechurn_avg REAL
@ATTRIBUTE Size_Ego REAL
@ATTRIBUTE Ties_Ego REAL
@ATTRIBUTE Pairs_Ego REAL
@ATTRIBUTE Density_Ego REAL
@ATTRIBUTE nWeakComp_Ego REAL
@ATTRIBUTE pWeakComp_Ego REAL
@ATTRIBUTE 2StepReach_Ego REAL
@ATTRIBUTE ReachEffic_Ego REAL
@ATTRIBUTE Broker_Ego REAL
@ATTRIBUTE nBroker_Ego REAL
@ATTRIBUTE EgoBetween_Ego REAL
@ATTRIBUTE nEgoBetween_Ego REAL
@ATTRIBUTE Size_Ein REAL
@ATTRIBUTE Ties_Ein REAL
@ATTRIBUTE Pairs_Ein REAL
@ATTRIBUTE Density_Ein REAL
@ATTRIBUTE nWeakComp_Ein REAL
@ATTRIBUTE pWeakComp_Ein REAL
@ATTRIBUTE 2StepReach_Ein REAL
@ATTRIBUTE ReachEffic_Ein REAL
@ATTRIBUTE Broker_Ein REAL
@ATTRIBUTE nBroker_Ein REAL
@ATTRIBUTE EgoBetween_Ein REAL
@ATTRIBUTE nEgoBetween_Ein REAL
@ATTRIBUTE Size_Eout REAL
@ATTRIBUTE Ties_Eout REAL
@ATTRIBUTE Pairs_Eout REAL
@ATTRIBUTE Density_Eout REAL
@ATTRIBUTE nWeakComp_Eout REAL
@ATTRIBUTE pWeakComp_Eout REAL
@ATTRIBUTE 2StepReach_Eout REAL
@ATTRIBUTE ReachEffic_Eout REAL
@ATTRIBUTE Broker_Eout REAL
@ATTRIBUTE nBroker_Eout REAL
@ATTRIBUTE EgoBetween_Eout REAL
@ATTRIBUTE nEgoBetween_Eout REAL
@ATTRIBUTE EffSize REAL
@ATTRIBUTE Efficiency REAL
@ATTRIBUTE Constraint REAL
@ATTRIBUTE Hierarchy REAL
@ATTRIBUTE Indirects REAL
@ATTRIBUTE Degree REAL
@ATTRIBUTE BonPwr REAL
@ATTRIBUTE 2Step REAL
@ATTRIBUTE ARD REAL
@ATTRIBUTE Eigenvector REAL
@ATTRIBUTE Between REAL
@ATTRIBUTE Degree_n REAL
@ATTRIBUTE BonPwr_n REAL
@ATTRIBUTE 2Step_n REAL
@ATTRIBUTE ARD_n REAL
@ATTRIBUTE Eigenvector_n REAL
@ATTRIBUTE Between_n REAL
@ATTRIBUTE OutFreeClo REAL
@ATTRIBUTE InFreeClo REAL
@ATTRIBUTE OutValClo REAL
@ATTRIBUTE InValClo REAL
@ATTRIBUTE OutRecipClo REAL
@ATTRIBUTE InRecipClo REAL
@ATTRIBUTE OutdwReach REAL
@ATTRIBUTE IndwReach REAL
@ATTRIBUTE nOutdwReach REAL
@ATTRIBUTE nIndwReach REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
1,1,3,0,11,0,69,20,4,150,28,7.5,48,0,2.4,102,28,5.1,8,0,56,0,8,100,23.07692337,50.70422363,28,1,0,0,8,0,56,0,8,100,23.07692337,50.70422363,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.125,0,0,9,1181.785278,36,59.03329468,0.03706637,12.28691483,0.057692308,5.832500935,0.230769232,0.378418565,0.052427679,0.001016287,0.006369427,0.028681744,0,0.783071995,0.006369416,0.186435267,1,29.89283562,0.006369427,0.190400228,NO
5,1,17,3,14,10,88,7,3,97,44,13.857142857142858,11,0,1.5714285714285714,86,38,12.285714285714286,14,27,182,14.83516502,1,7.142857075,80.7692337,44.05594254,77.5,0.851648331,5,2.747252703,13,19,156,12.17948723,1,7.692307472,52.56410217,41.41414261,68.5,0.878205121,0,0,2,0,2,0,2,100,76.92308044,85.7142868,1,1,1,50,10.39999962,0.742857099,0.130032688,0.146106631,0.241403714,15,3855.275879,126,77.45000458,0.121373676,60.24453354,0.096153848,19.02706146,0.807692289,0.496474385,0.171674222,0.004983005,0.009971237,0.030267753,0.363588095,0.794667602,0.104230344,0.390154749,16.63571739,61.66666794,0.105959982,0.392781317,NO
4,1,4,0,55,6,4,2,1,12,12,6.0,0,0,0.0,12,12,6.0,55,88,2970,2.962962866,1,1.818181872,80.7692337,24.18426132,1441,0.970370352,320.6666565,10.79685783,55,88,2970,2.962962866,1,1.818181872,80.7692337,24.18426132,1441,0.970370352,320.6666565,10.79685783,1,0,0,0,1,100,33.33333206,100,0,0,0,0,51.9642868,0.944805205,0.040171862,0.090711862,0.371169537,55,7779.947266,126,98,0.244113296,1682.876221,0.352564096,38.39661407,0.807692289,0.628205121,0.345280468,0.13919571,0.009969962,0.030678466,0.363506466,0.797484934,0.099956803,0.554150343,15.96904755,87.24997711,0.10171368,0.55573231,NO
47,1,47,0,56,1081,47,9,2,98,51,10.88888888888889,30,0,3.3333333333333335,68,51,7.555555555555555,52,129,2652,4.864253521,1,1.923076868,87.17948914,23.44827652,1261.5,0.951357484,294.1666565,11.0922575,51,119,2550,4.666666508,1,1.960784316,85.89743805,24.10071945,1215.5,0.953333318,115.3333359,4.522875786,5,2,20,10,3,60,67.30769348,70,9,0.899999976,18,90,47.4375,0.912259638,0.050300054,0.097651951,0.484673858,52,8001.634766,136,98.16667175,0.251247555,1848.208862,0.333333343,39.49071503,0.871794879,0.629273534,0.355371356,0.152870879,0.010006415,0.030781373,0.36583373,0.798178971,0.138296142,0.563231707,21.95000076,88.66667175,0.139808923,0.564755857,NO
3,4,6,0,88,3,17,1,1,0,0,0.0,0,0,0.0,0,0,0.0,88,177,7656,2.311912298,2,2.272727251,92.30769348,18.32061005,3739.5,0.976880848,0,0,88,177,7656,2.311912298,2,2.272727251,92.30769348,18.32061005,3739.5,0.976880848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5681839,0.961002052,0.026479937,0.051091671,0.448387772,88,12666.80176,144,117.5833359,0.397696406,4655.205566,0.56410259,62.51485443,0.923076928,0.753739357,0.562512577,0.385045946,0.006369427,0.046442393,0,0.868405938,0.006369416,0.685646057,1,107.833374,0.006369427,0.686836779,NO
6,1,47,0,8,13,257,2,1,13,11,6.5,13,0,6.5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.063733578,0,0,0,0,0.006410256,0.005249877,0,0,0,0,0.006369427,0.006369427,0,0,0.006369416,0.006369416,1,1,0.006369427,0.006369427,YES
26,1,34,0,16,257,196,1,1,39,39,39.0,53,0,53.0,-14,0,-14.0,14,29,182,15.93406582,1,7.142857075,70.51281738,43.65079498,76.5,0.84065932,7.833333492,4.304029465,12,16,132,12.12121201,1,8.333333015,42.30769348,42.30769348,58,0.878787875,0,0,2,0,2,0,2,100,58.33333206,94.79166412,1,1,0,0,10.5,0.75,0.133478418,0.040204138,0.332951277,15,3427.43042,110,74.69999695,0.107871063,77.95681,0.096153848,16.91550255,0.705128193,0.478846133,0.152575761,0.006448041,0.006451613,0.036279071,0.012820513,0.829781115,0.019108212,0.345571965,3,54.7499733,0.019108281,0.348725945,NO
32,1,76,0,29,172,561,15,3,292,162,19.466666666666665,333,0,22.2,-41,38,-2.7333333333333334,23,80,506,15.81027699,1,4.347826004,91.0256424,29.70711327,213,0.841897249,141.8333282,28.03030396,13,21,156,13.46153831,1,7.692307472,54.4871788,39.53488541,67.5,0.865384638,22.5,14.42307663,11,18,110,16.36363602,1,9.090909004,78.20513153,44.0433197,46,0.836363614,3.833333254,3.484848499,17.14583397,0.745471001,0.100357182,0.04933285,0.46575287,24,6366.118164,142,84.75000763,0.200461,234.5840912,0.15384616,31.41889763,0.910256386,0.543269277,0.283537477,0.01940315,0.010032155,0.030197445,0.367466927,0.794177711,0.175582469,0.378402621,27.76667023,59.83334351,0.176857769,0.381104112,NO
6,1,28,0,10,9,113,4,3,4,2,1.0,3,0,0.75,1,1,0.25,8,8,56,14.28571415,3,37.5,73.71794891,50.88495636,24,0.857142866,4.5,8.035714149,1,0,0,0,1,100,5.128205299,88.8888855,0,0,0,0,7,6,42,14.28571415,3,42.8571434,73.71794891,52.99539185,18,0.857142866,0,0,6.375,0.796875,0.151677296,0.005368059,0.098488413,9,2566.001953,115,72.6166687,0.080761611,68.74666595,0.057692308,12.66406822,0.737179458,0.465491474,0.114231415,0.005686242,0.011393514,0.006410256,0.44381839,0.006410256,0.200733528,0.012738864,31.76667213,2,0.202335492,0.012738854,NO
10,1,48,0,14,33,264,4,2,44,30,11.0,4,0,1.0,40,30,10.0,9,16,72,22.22222137,1,11.11111069,66.0256424,54.4973526,28,0.777777791,2.833333254,3.935185194,7,7,42,16.66666603,2,28.5714283,27.56410217,46.23656082,17.5,0.833333313,0,0,2,0,2,0,2,100,58.33333206,94.79166412,1,1,0,0,6.055555344,0.672839522,0.17972286,0.029252227,0.251983255,10,2490.203613,103,71.11665344,0.078395978,16.98957253,0.064102568,12.28997803,0.660256386,0.455875993,0.110885397,0.001405258,0.006451613,0.031464301,0.012820513,0.802751899,0.019108212,0.290927559,3,46.19996262,0.019108281,0.294267267,NO
1,1,1,0,9,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,8,8,56,14.28571415,1,12.5,26.28205109,45.0549469,24,0.857142866,0,0,8,8,56,14.28571415,1,12.5,26.28205109,45.0549469,24,0.857142866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0.78125,0.186385587,0.013986996,0.21239315,8,1337.789185,41,60.19995117,0.042055063,12.81332207,0.051282052,6.602432251,0.262820512,0.38589713,0.059483822,0.001059828,0.006369427,0.038951311,0,0.841907561,0.006369416,0.327862024,1,51.99995804,0.006369427,0.331209928,NO
4,2,21,7,15,4,71,3,2,2,1,0.6666666666666666,3,0,1.0,-1,0,-0.3333333333333333,12,20,132,15.15151501,1,8.333333015,69.87179565,50.23041534,56,0.848484874,18.5,14.01515198,7,0,42,0,7,100,13.46153831,50,21,1,0,0,5,4,20,20,1,20,66.66666412,59.42856979,8,0.800000012,0,0,9.041666985,0.753472209,0.180659175,0.118635468,0.372887552,13,2265.015137,109,73.53333282,0.071033761,157.7886963,0.083333336,11.1785984,0.698717952,0.471367508,0.100472078,0.013051175,0.010145022,0.006893199,0.374612123,0.076473951,0.108849585,0.062182996,17.3690567,9.783332825,0.110630937,0.062314223,NO
