@RELATION jedit-4.2-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
5,7,52,0,8,2,372,NO
7,6,36,0,6,3,508,NO
17,1,17,0,5,136,17,NO
8,1,27,2,18,0,155,NO
40,4,106,0,14,606,1100,YES
2,2,27,0,16,1,227,NO
2,1,2,0,4,1,2,NO
3,1,34,0,13,1,227,NO
8,2,56,0,9,12,386,NO
3,2,9,0,4,1,71,NO
23,1,118,0,34,239,2050,NO
36,1,88,4,40,534,725,YES
4,1,15,0,2,0,54,NO
5,1,17,0,4,0,130,NO
12,1,25,0,3,0,218,NO
2,1,3,0,2,1,16,NO
4,1,4,0,5,6,4,NO
5,3,18,0,4,8,176,NO
13,1,13,0,13,78,13,NO
11,1,22,0,7,43,364,YES
9,5,58,0,11,20,308,YES
12,6,62,0,12,38,334,YES
11,1,17,0,2,0,383,NO
18,5,98,0,17,123,639,NO
11,6,53,0,8,25,349,NO
1,2,2,0,12,0,5,NO
19,1,99,0,13,61,777,NO
31,1,44,0,3,139,1283,NO
13,6,38,0,9,62,177,YES
9,1,12,2,8,28,91,NO
3,1,29,0,11,3,157,NO
6,1,16,1,10,11,183,YES
5,6,45,0,8,0,318,NO
3,1,3,0,29,3,4,NO
13,1,34,3,13,52,168,NO
23,5,113,0,38,153,1127,NO
13,1,30,0,17,26,278,YES
11,1,57,0,11,23,513,NO
15,1,50,0,11,105,896,YES
5,1,12,0,3,0,272,NO
16,1,50,0,112,62,456,NO
4,1,5,0,3,6,15,NO
5,6,29,0,3,8,109,NO
11,2,28,0,7,25,161,NO
7,7,41,1,7,21,220,NO
24,6,80,0,9,240,564,NO
58,1,174,0,123,1621,1911,YES
3,1,12,0,7,1,261,YES
8,6,31,0,5,20,121,NO
6,1,9,0,6,15,34,NO
20,5,84,0,18,118,499,YES
3,1,8,0,3,0,24,NO
13,2,20,0,1,30,115,NO
27,1,96,0,37,219,927,NO
3,1,18,0,12,3,89,NO
9,1,18,0,6,0,368,NO
10,5,73,0,14,29,358,NO
7,1,52,0,6,1,341,NO
11,2,57,0,22,53,455,NO
4,2,22,0,15,6,119,NO
