@RELATION synapse-1.0-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
6,1,65,0,12,3,585,NO
4,3,9,0,5,4,30,NO
5,2,41,0,11,6,423,NO
6,1,22,0,6,0,154,NO
1,1,1,0,9,0,1,NO
4,2,22,0,4,2,139,YES
18,2,60,0,13,65,454,NO
2,3,4,0,7,1,9,NO
8,1,41,1,10,20,220,NO
7,1,8,0,1,0,104,NO
1,1,1,0,12,0,1,NO
5,3,17,0,7,8,89,NO
4,2,8,0,4,4,27,NO
8,1,35,11,25,20,183,NO
6,1,32,0,15,9,230,NO
1,1,2,0,0,0,4,NO
9,2,10,0,6,22,47,NO
23,2,59,0,15,203,350,NO
6,2,26,0,11,13,105,NO
9,1,33,0,10,28,144,NO
15,2,68,0,17,43,473,YES
19,1,50,0,16,105,279,NO
8,1,21,0,9,20,88,NO
13,1,79,0,25,66,438,NO
5,2,18,0,10,8,81,NO
4,3,9,0,5,4,30,NO
5,1,14,0,7,0,128,NO
1,1,3,0,11,0,69,NO
8,1,44,0,21,24,243,NO
1,1,1,0,14,0,1,NO
6,2,24,0,13,13,98,NO
32,1,76,0,29,172,561,NO
15,2,58,0,18,43,459,YES
6,3,24,0,10,11,206,NO
2,1,2,0,10,1,2,NO
5,2,33,0,14,6,206,NO
5,2,22,7,15,8,73,NO
6,3,20,0,10,13,72,NO
2,1,8,11,15,1,36,NO
4,1,8,0,8,4,32,NO
4,1,4,0,8,6,4,NO
2,1,14,0,12,0,77,NO
6,2,34,0,17,1,185,NO
5,2,28,0,11,6,216,YES
4,1,40,1,18,4,192,NO
6,1,37,0,20,13,123,NO
17,3,54,0,23,76,377,NO
7,1,29,0,7,11,175,NO
4,2,18,0,8,4,71,NO
6,3,23,0,10,13,87,NO
47,1,47,0,56,1081,47,NO
10,2,32,7,13,0,123,NO
15,2,48,0,13,63,295,YES
6,2,13,0,10,1,55,NO
9,1,61,0,24,30,274,NO
3,5,6,0,6,3,18,NO
2,1,2,0,7,1,2,NO
5,1,26,0,6,0,288,NO
5,2,28,0,9,6,106,NO
6,2,35,0,15,13,173,NO
6,2,27,0,11,13,130,NO
27,2,92,0,29,213,596,YES
4,3,25,0,12,4,105,NO
6,1,22,0,14,15,146,NO
26,1,34,0,16,257,196,NO
6,3,35,0,14,13,142,NO
7,1,14,11,13,0,73,NO
29,1,30,0,12,322,186,NO
6,1,38,0,15,7,336,YES
7,3,32,0,12,17,228,NO
1,1,1,0,5,0,1,NO
5,2,20,0,8,8,116,NO
9,1,68,0,14,28,545,NO
4,2,21,7,15,4,71,NO
10,1,48,0,14,33,264,NO
5,2,33,0,11,6,289,NO
8,1,21,0,8,16,158,NO
6,2,31,0,12,13,129,NO
9,1,12,0,9,26,70,NO
18,1,25,0,2,87,200,NO
2,1,15,0,18,1,63,NO
5,2,59,0,20,2,491,NO
13,1,32,0,9,30,197,NO
2,1,3,0,2,1,12,NO
11,1,44,0,13,7,525,NO
6,1,47,0,8,13,257,YES
7,1,36,0,12,3,275,YES
11,3,36,0,11,17,267,NO
2,1,2,0,4,1,2,NO
6,1,6,0,11,15,6,NO
6,2,21,0,10,13,83,NO
3,1,4,0,2,0,20,NO
3,4,6,0,88,3,17,NO
6,1,14,0,13,5,65,NO
5,1,17,3,14,10,88,NO
10,1,19,0,8,9,157,NO
2,1,14,0,14,1,91,NO
6,2,30,0,12,13,161,NO
1,1,2,0,4,0,88,NO
2,2,9,0,7,1,20,NO
2,1,8,0,11,0,42,NO
4,3,9,0,5,4,30,NO
9,1,39,0,17,30,216,YES
9,1,12,0,2,22,75,NO
9,1,42,0,17,28,210,NO
9,1,23,0,7,16,94,NO
5,3,31,0,12,6,228,NO
5,1,17,0,8,0,124,NO
6,2,40,0,13,13,254,NO
5,1,61,0,17,6,522,NO
5,1,18,0,8,0,143,NO
7,1,34,0,6,19,187,NO
10,2,36,0,9,11,227,NO
18,2,62,0,17,103,459,NO
6,1,32,0,11,13,141,NO
7,1,31,0,8,3,383,NO
12,2,67,0,10,52,589,NO
6,1,39,0,15,7,335,NO
6,1,28,0,10,9,113,NO
6,1,13,0,11,15,35,NO
5,2,39,0,12,6,224,NO
5,1,29,0,20,6,193,NO
10,2,48,0,11,7,312,NO
9,1,39,0,13,28,171,NO
4,1,4,0,7,6,4,NO
5,1,24,0,16,8,103,NO
7,2,30,0,12,7,128,NO
5,1,26,0,13,6,145,NO
5,1,5,0,13,10,5,YES
10,1,108,0,38,39,604,YES
5,3,17,0,7,8,93,NO
2,1,8,0,6,1,33,NO
10,1,22,0,7,11,169,NO
5,3,18,0,8,8,61,NO
8,1,8,0,4,28,8,NO
7,3,35,0,13,7,203,NO
6,3,31,0,12,13,141,NO
15,2,44,0,10,47,479,YES
4,1,31,0,13,4,185,NO
9,1,58,0,11,28,465,YES
7,1,7,0,43,21,7,NO
14,1,27,0,8,35,165,NO
5,1,27,0,11,6,120,NO
2,1,16,0,14,0,102,NO
5,1,32,0,3,4,198,NO
60,1,147,0,45,490,867,YES
16,3,88,0,17,56,595,NO
4,1,4,0,55,6,4,NO
4,3,11,0,7,6,39,NO
6,3,23,0,10,13,87,NO
6,2,30,0,12,13,167,NO
8,1,8,0,10,28,8,NO
3,1,7,0,6,0,76,NO
54,1,136,0,34,1269,806,NO
6,3,23,0,10,13,87,NO
6,2,34,0,12,13,190,NO
7,1,96,0,34,9,527,YES
