@RELATION jedit-4.0-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
6,8,22,0,10,15,128,NO
12,6,39,0,7,28,573,YES
14,7,108,0,28,69,732,YES
2,2,6,0,2,1,85,NO
5,6,28,0,5,0,337,YES
2,2,4,0,1,1,16,NO
2,8,33,0,11,1,206,NO
8,5,33,0,3,28,143,YES
7,1,7,0,36,21,7,NO
8,6,31,0,5,20,119,NO
7,1,20,0,6,0,347,YES
5,7,50,0,4,2,533,NO
5,2,29,0,5,2,197,YES
150,1,337,0,117,10339,4593,YES
14,2,95,0,14,21,973,YES
11,3,54,0,8,0,541,YES
3,6,24,0,5,1,371,YES
6,1,6,0,1,15,6,NO
248,4,482,0,70,16336,9106,YES
2,2,6,0,9,1,54,NO
4,1,11,1,4,6,36,NO
11,6,63,0,12,27,559,NO
2,2,8,0,8,1,50,NO
3,1,19,0,9,3,54,YES
6,1,14,3,31,7,49,YES
14,6,77,0,11,51,516,NO
3,7,27,0,5,3,110,NO
39,7,155,0,28,517,1788,YES
3,2,11,0,5,0,87,NO
9,1,18,0,4,0,368,NO
5,2,24,0,7,0,99,NO
21,1,53,0,14,0,1726,YES
1,1,2,0,10,0,12,NO
4,5,16,0,6,0,54,NO
28,1,39,0,7,46,1223,YES
9,6,27,0,4,10,181,NO
57,6,209,0,132,1298,1532,YES
32,1,70,4,31,400,504,NO
8,3,14,0,1,16,49,NO
5,1,6,0,2,10,12,NO
3,2,5,0,4,3,20,NO
4,2,9,0,4,0,80,NO
11,7,62,0,10,29,392,NO
118,1,180,0,7,6075,5223,NO
26,1,73,0,41,217,370,YES
14,7,81,0,15,49,864,YES
3,1,3,0,29,3,4,NO
1,4,2,0,17,0,5,NO
13,1,38,0,9,48,300,YES
2,2,6,0,7,1,36,NO
6,2,13,0,4,0,62,NO
19,5,76,0,33,119,618,YES
4,2,16,0,4,4,108,NO
13,1,33,0,19,40,268,YES
5,2,20,0,7,4,155,NO
6,6,35,0,12,3,248,NO
12,2,32,0,8,0,176,NO
12,1,42,0,10,66,957,YES
3,6,18,0,4,1,302,NO
5,1,12,0,3,0,269,NO
13,1,53,0,69,38,437,NO
15,3,23,3,53,43,154,YES
10,1,28,0,8,3,226,NO
11,2,29,0,8,25,185,NO
11,6,50,0,7,25,333,NO
2,2,5,0,7,1,22,NO
5,2,17,0,3,10,88,NO
5,3,6,0,6,2,36,NO
6,2,38,0,17,15,283,NO
18,1,95,0,12,43,747,YES
2,2,3,0,4,1,10,NO
17,2,72,0,11,98,1115,YES
3,3,7,0,3,3,33,NO
8,6,25,0,5,24,74,YES
7,1,11,2,5,9,140,NO
10,1,47,0,10,21,1529,YES
8,2,20,0,7,0,179,NO
11,1,20,2,17,33,90,YES
2,1,7,0,6,0,52,YES
54,4,144,0,22,1059,1085,YES
3,2,10,0,11,3,79,NO
9,6,45,0,8,18,205,NO
11,1,32,0,27,23,240,NO
17,1,37,0,2,100,679,YES
3,6,24,0,4,1,230,YES
8,6,31,0,7,20,119,NO
4,2,24,0,10,6,171,NO
