@RELATION synapse-1.2-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
15,1,52,0,18,37,271,YES
3,3,8,0,2,3,60,NO
15,1,33,18,23,7,229,YES
2,3,5,0,6,1,14,NO
2,1,2,0,11,1,2,YES
4,2,29,0,8,4,141,NO
4,2,19,0,7,4,78,YES
51,1,71,0,4,1025,481,NO
14,1,46,0,14,0,544,NO
4,1,31,0,4,0,179,NO
2,2,30,2,16,1,373,NO
17,1,77,0,23,34,673,NO
3,2,25,0,10,3,139,NO
10,1,10,0,33,45,10,NO
20,2,107,0,31,104,844,YES
15,2,73,0,12,67,609,NO
3,2,24,0,8,3,114,NO
17,2,58,0,14,100,444,YES
3,2,25,0,11,3,156,NO
3,3,15,0,7,3,46,NO
2,3,30,0,5,1,183,YES
5,3,51,0,20,0,319,YES
12,1,12,0,10,66,12,NO
10,2,35,7,14,0,176,YES
8,2,64,0,21,0,570,NO
3,1,3,0,4,3,3,NO
9,1,102,0,38,30,620,YES
11,3,71,0,18,1,542,YES
3,1,8,0,5,1,21,NO
12,1,37,0,12,2,319,YES
26,1,31,0,17,245,193,NO
4,1,16,0,7,4,76,YES
3,3,28,0,13,3,142,NO
23,1,70,0,18,143,537,NO
5,1,67,0,14,0,695,NO
43,1,44,0,18,781,274,NO
15,1,84,0,28,99,507,YES
6,3,45,0,71,13,219,YES
3,3,15,0,7,3,46,NO
5,1,26,0,13,0,151,YES
6,1,22,0,12,3,194,NO
16,3,52,0,34,60,428,YES
1,1,1,0,2,0,1,NO
4,2,16,0,6,2,97,NO
28,2,106,0,31,216,828,YES
4,2,29,0,10,4,133,NO
3,5,6,0,6,3,18,NO
7,1,17,0,8,9,151,NO
1,1,1,0,10,0,1,NO
3,4,6,0,83,3,17,YES
4,2,21,1,13,0,178,NO
6,1,13,0,10,15,35,NO
3,1,35,0,11,1,200,NO
5,1,47,1,21,0,242,NO
8,3,42,0,3,8,202,YES
1,1,1,0,1,0,1,NO
4,3,29,0,11,2,212,NO
6,1,32,0,17,11,242,YES
5,1,18,0,7,0,153,NO
5,1,66,0,22,4,493,YES
0,1,0,0,0,0,0,NO
4,3,29,0,9,2,218,NO
3,1,7,0,5,1,40,YES
