@RELATION ant-1.4-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
14,3,41,0,8,33,385,NO
5,3,43,0,9,0,276,NO
13,1,20,1,8,46,111,NO
8,4,35,0,7,4,265,NO
31,1,65,0,6,243,747,NO
15,3,37,0,3,41,437,NO
12,1,21,0,3,44,147,NO
2,2,9,0,6,1,33,NO
6,3,16,0,6,5,95,NO
15,4,55,2,18,37,730,YES
7,3,22,0,8,0,147,NO
26,3,108,0,15,233,1156,YES
3,3,22,0,5,0,149,NO
19,1,46,0,30,65,448,NO
6,4,34,0,8,0,493,YES
2,2,9,0,10,1,31,NO
26,3,80,0,33,201,719,NO
3,3,10,0,3,0,32,NO
3,2,22,0,9,3,128,NO
9,3,29,0,9,0,168,NO
4,3,32,0,5,2,215,NO
2,1,6,0,1,0,39,NO
3,1,15,0,2,0,100,NO
14,3,41,2,11,67,366,NO
19,1,81,0,24,147,560,NO
8,3,39,0,2,10,265,NO
23,1,52,1,25,181,1489,NO
5,1,13,0,5,0,69,NO
14,3,33,0,7,65,404,YES
2,2,11,0,6,1,37,NO
1,5,2,0,1,0,4,NO
5,1,15,0,2,0,137,NO
4,1,5,0,4,0,24,NO
21,1,78,0,27,158,659,YES
14,3,41,12,20,0,174,NO
4,1,5,0,2,6,16,NO
6,1,28,0,7,1,173,NO
20,2,28,40,100,158,164,NO
5,1,12,0,19,4,55,NO
27,1,63,0,3,297,527,NO
14,1,34,1,9,47,279,YES
1,1,1,0,9,0,1,YES
7,1,7,0,11,21,7,NO
7,6,31,0,8,13,151,NO
4,1,4,0,5,6,4,NO
4,5,21,0,6,0,87,NO
44,4,91,0,19,802,724,NO
8,3,38,0,12,4,243,NO
6,3,29,0,2,0,1260,NO
5,1,7,2,59,0,33,NO
11,1,61,0,11,0,517,NO
2,3,8,0,3,1,28,YES
5,1,20,0,4,0,144,NO
1,3,2,0,4,0,5,NO
4,1,7,0,3,2,34,YES
5,4,9,0,1,10,81,NO
21,4,73,0,13,128,737,NO
9,1,53,0,5,0,396,NO
2,3,8,0,3,1,33,YES
4,3,12,0,5,0,48,YES
4,2,11,0,1,0,68,NO
76,1,177,0,120,2446,1776,NO
17,1,39,0,5,74,359,NO
2,5,7,0,1,0,20,NO
8,4,65,0,13,2,608,NO
3,2,22,0,8,3,152,YES
20,3,60,0,10,114,557,NO
26,3,87,0,19,105,514,NO
3,1,25,0,9,1,277,NO
5,1,11,11,21,8,59,NO
8,1,39,0,4,22,377,NO
2,1,2,0,4,1,2,NO
8,3,39,0,11,0,294,NO
2,1,29,0,5,0,176,NO
23,2,68,0,5,181,462,NO
8,3,46,0,7,10,394,NO
10,3,60,0,7,41,748,YES
13,1,13,0,5,78,13,NO
20,4,71,0,7,102,677,YES
18,3,59,0,10,103,466,NO
28,4,123,1,21,302,1423,NO
2,3,7,0,3,1,23,YES
3,2,19,0,7,3,96,YES
0,1,0,0,1,0,7,NO
16,5,55,0,13,26,275,YES
5,1,13,0,4,0,65,NO
2,2,13,0,7,1,66,NO
3,2,20,0,8,3,150,NO
18,3,62,2,31,0,396,NO
23,3,69,1,18,163,514,YES
20,1,42,0,4,130,376,NO
9,6,33,0,8,28,163,NO
7,1,52,0,2,19,412,NO
9,5,20,0,11,4,108,NO
13,3,78,0,10,8,502,YES
18,3,55,0,8,119,474,NO
2,3,7,0,3,1,23,YES
4,1,4,0,4,6,4,NO
8,3,32,0,9,6,201,YES
5,1,5,0,10,10,5,NO
8,1,25,0,6,0,169,NO
1,1,1,0,9,0,1,NO
3,1,9,1,6,0,47,NO
18,3,49,0,10,115,397,NO
8,1,14,0,1,28,274,NO
18,1,91,0,8,123,1400,NO
3,3,14,0,3,1,84,NO
3,1,3,0,17,3,3,NO
9,1,34,0,7,0,298,YES
17,4,83,0,10,70,1273,NO
77,3,196,0,28,2320,2040,NO
15,3,54,0,15,59,398,YES
6,1,6,0,5,15,6,NO
5,3,17,0,4,0,101,NO
26,1,62,0,9,119,437,YES
11,2,15,0,12,13,97,NO
14,5,64,2,12,69,531,NO
19,4,52,0,10,27,699,NO
4,1,7,0,2,6,20,NO
14,4,26,0,136,0,153,NO
5,2,18,0,7,10,95,YES
5,1,17,0,7,0,75,NO
21,1,48,0,24,116,322,NO
20,3,74,1,16,92,720,YES
2,6,4,0,3,1,11,NO
10,3,21,0,2,21,135,NO
2,2,24,0,9,1,222,NO
4,2,25,0,10,6,183,NO
7,2,18,0,2,11,118,NO
16,3,40,0,3,84,604,NO
7,1,8,0,6,0,89,NO
11,3,38,0,11,11,287,NO
2,6,4,0,4,1,11,NO
16,1,78,0,7,118,745,NO
17,4,81,0,7,40,1159,NO
10,1,13,0,3,31,76,NO
3,2,9,0,1,0,58,NO
3,1,15,0,7,3,112,YES
6,3,24,0,3,11,151,NO
13,1,18,4,11,0,78,YES
5,1,10,0,58,8,69,NO
8,3,28,0,8,0,128,YES
7,2,15,1,7,1,92,NO
2,2,19,0,9,1,120,NO
7,1,8,0,2,0,147,NO
4,1,4,0,6,6,4,YES
2,1,6,0,0,1,63,NO
10,4,35,0,14,11,216,YES
6,3,21,0,5,1,136,NO
0,1,0,0,0,0,0,NO
5,1,18,0,1,0,96,NO
50,4,82,1,24,1091,646,YES
5,4,42,0,10,10,481,YES
3,1,3,0,2,3,4,NO
6,2,11,0,3,13,68,NO
3,1,20,0,12,3,165,YES
4,3,12,0,4,0,54,YES
21,1,35,0,2,38,617,NO
10,2,24,7,14,19,146,NO
6,4,48,0,9,5,300,YES
39,2,103,0,15,609,1377,NO
4,3,17,0,3,4,152,NO
5,1,24,0,1,0,147,NO
10,1,30,0,9,17,149,NO
8,3,29,0,5,0,177,NO
26,3,74,0,12,265,643,YES
10,3,41,0,6,21,360,NO
5,1,36,0,1,4,375,NO
3,1,9,0,3,3,48,NO
3,1,14,0,3,1,97,YES
3,3,17,0,6,0,91,NO
0,1,0,0,1,0,24,NO
8,3,41,0,5,10,236,YES
5,3,19,0,7,4,151,NO
17,1,66,3,15,90,630,NO
23,1,82,0,31,201,1093,NO
11,1,86,8,22,15,887,YES
4,2,16,0,3,0,59,NO
