@RELATION camel-1.0-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
4,2,8,0,6,6,26,NO
6,3,33,0,21,15,176,NO
2,3,7,0,3,1,24,NO
26,1,47,1,10,0,236,NO
4,3,19,0,4,6,62,NO
8,3,13,0,6,14,70,NO
13,2,112,0,18,76,1000,NO
13,1,13,0,66,78,13,YES
2,1,3,0,4,0,12,NO
6,3,18,0,13,13,76,NO
25,2,45,0,18,252,273,NO
2,5,6,0,2,0,22,NO
7,2,25,0,7,0,153,NO
3,5,6,0,2,3,16,NO
6,1,25,0,2,5,166,NO
19,2,31,0,20,133,170,NO
7,2,21,0,11,17,90,NO
3,1,8,0,9,1,26,NO
0,1,0,0,27,0,0,NO
2,2,4,0,6,0,16,NO
12,3,19,0,8,60,101,NO
2,6,7,0,2,0,25,NO
14,3,29,0,6,35,132,NO
0,1,0,0,1,0,0,NO
11,2,23,9,15,49,87,NO
13,3,33,0,14,68,121,NO
3,3,8,0,5,3,28,NO
13,3,29,0,8,36,158,NO
4,1,5,0,5,0,28,NO
12,3,27,0,11,44,124,NO
3,1,6,0,4,0,33,NO
16,2,19,0,8,114,90,NO
7,2,8,2,3,9,40,NO
8,1,12,3,11,14,56,NO
1,1,1,0,5,0,1,NO
3,1,8,0,5,3,23,NO
2,1,2,0,1,1,2,NO
3,4,9,0,4,0,33,NO
2,3,5,0,4,0,20,NO
5,3,10,0,4,2,40,NO
4,3,23,0,11,0,75,NO
4,1,10,0,4,0,35,NO
15,2,21,0,16,89,105,NO
7,3,24,0,5,3,141,NO
4,3,6,0,6,0,30,NO
15,3,46,0,14,93,217,NO
2,1,11,0,2,1,54,NO
1,1,1,0,1,0,1,NO
49,3,97,1,13,1170,378,NO
9,2,15,0,6,8,87,NO
9,2,19,14,22,16,77,NO
5,3,31,0,8,2,122,YES
2,5,7,0,4,0,25,NO
3,5,8,0,4,0,32,NO
2,1,19,0,2,1,121,NO
10,2,28,0,15,31,97,NO
7,2,16,0,8,0,67,NO
16,2,36,1,13,78,188,NO
10,0,17,0,12,21,80,NO
10,3,22,0,16,43,93,NO
3,1,3,0,5,3,3,NO
4,1,11,4,6,6,36,NO
2,2,6,0,3,1,14,NO
10,3,14,0,4,33,58,NO
1,5,2,0,2,0,7,NO
13,0,43,0,16,74,223,NO
12,1,15,0,4,46,73,NO
9,1,16,0,5,36,69,NO
4,1,8,2,4,0,28,NO
17,1,17,0,84,136,17,YES
1,1,2,0,0,0,22,NO
3,2,6,0,7,0,24,NO
11,1,45,0,16,33,302,NO
5,0,20,0,8,0,72,NO
6,1,26,0,5,1,145,NO
11,1,29,0,6,17,160,NO
15,1,18,0,1,95,106,NO
4,1,11,3,3,0,31,NO
2,5,7,0,2,0,25,NO
82,1,143,1,22,2897,935,NO
10,3,17,0,11,33,79,YES
5,2,14,0,7,2,112,NO
9,1,12,0,7,0,87,NO
6,1,12,0,8,15,37,NO
3,1,3,0,2,3,3,NO
5,3,17,0,4,8,98,NO
13,1,24,1,7,66,113,YES
5,3,27,0,15,0,105,NO
7,2,17,0,1,0,83,NO
34,2,72,0,18,475,600,NO
5,1,27,0,6,0,153,NO
11,1,51,0,14,23,413,NO
1,1,1,0,4,0,1,NO
2,1,11,0,7,0,60,NO
4,3,16,0,12,0,59,NO
8,2,15,0,12,18,56,NO
5,1,16,0,1,4,62,NO
4,1,15,0,5,0,68,NO
14,1,18,0,6,61,81,NO
28,1,50,11,23,346,258,YES
3,1,9,0,4,1,47,NO
4,4,8,12,33,6,21,NO
15,3,30,2,8,79,146,NO
6,2,17,0,5,0,80,NO
1,4,2,2,3,0,7,NO
1,1,1,0,3,0,1,NO
1,2,4,0,6,0,11,NO
19,2,23,0,10,165,105,NO
1,1,1,0,17,0,1,NO
25,1,63,0,11,230,316,YES
5,2,13,0,5,0,63,NO
2,1,7,0,1,1,37,NO
1,1,1,0,0,0,1,NO
5,2,19,0,5,0,78,NO
1,1,1,0,12,0,1,NO
3,1,15,0,7,1,62,NO
7,1,14,0,14,19,63,NO
10,1,32,0,4,41,217,NO
1,1,1,0,126,0,1,YES
17,2,56,0,9,84,304,NO
19,2,25,0,8,163,124,NO
3,1,12,0,5,0,54,NO
3,1,5,0,1,3,13,NO
3,5,6,0,2,3,16,NO
1,1,1,0,6,0,1,NO
6,3,10,1,6,3,33,NO
2,2,12,0,4,1,31,NO
2,3,4,0,3,0,16,NO
11,2,22,16,26,37,115,NO
10,1,18,2,9,9,86,NO
2,3,4,0,3,0,16,NO
10,4,41,0,9,17,218,NO
7,1,27,0,7,9,110,NO
1,1,1,0,4,0,1,NO
6,3,17,0,6,9,88,NO
3,3,6,0,4,3,16,NO
15,1,59,0,4,105,518,NO
6,3,10,1,6,0,46,NO
6,1,27,0,9,15,91,NO
5,2,21,0,9,0,84,NO
3,5,6,0,2,3,17,NO
7,1,11,0,5,7,54,NO
6,1,13,0,0,15,53,NO
1,4,2,2,3,0,7,NO
3,5,10,0,4,0,34,NO
9,1,24,2,9,30,97,NO
4,3,8,0,9,2,33,NO
13,3,27,0,5,36,129,NO
8,2,19,0,5,22,70,NO
2,1,2,0,5,1,2,NO
32,1,65,0,10,386,382,NO
7,1,38,0,11,21,167,NO
39,1,97,0,5,729,611,NO
2,5,6,0,3,0,21,NO
4,3,5,0,1,4,16,NO
4,1,18,0,8,6,62,NO
5,0,18,0,12,0,87,NO
0,1,0,0,1,0,0,NO
2,1,3,0,3,1,7,NO
8,1,16,0,4,28,40,NO
6,3,16,0,6,0,86,NO
9,1,26,0,1,36,81,YES
19,1,55,0,27,121,299,NO
2,1,2,0,9,1,2,NO
5,2,13,0,8,0,64,NO
12,3,28,0,16,52,136,NO
13,2,34,0,10,26,209,NO
7,1,35,0,9,21,161,NO
14,3,23,0,8,35,98,NO
6,2,21,0,12,5,70,NO
13,0,29,0,16,52,120,NO
7,1,62,0,12,5,359,NO
5,4,9,3,5,8,44,NO
11,1,24,0,13,39,101,NO
0,1,0,0,0,0,3,NO
1,1,1,0,0,0,1,NO
0,1,0,0,3,0,0,NO
9,1,17,7,11,24,118,NO
1,1,1,0,1,0,1,NO
9,3,20,0,8,24,95,NO
9,4,14,0,4,36,50,NO
3,1,8,0,3,0,29,NO
3,2,10,0,3,3,32,NO
3,2,18,0,5,3,65,NO
3,1,8,0,3,0,29,NO
2,1,2,0,18,1,2,NO
11,1,55,0,7,35,380,NO
1,1,1,0,1,0,1,NO
2,1,3,0,2,1,7,NO
7,1,19,0,18,15,159,NO
3,3,10,0,5,0,30,NO
15,1,34,17,29,79,188,NO
11,2,17,0,17,47,78,NO
3,1,3,0,34,3,3,NO
5,3,10,0,4,10,31,NO
8,2,17,0,14,0,69,NO
27,1,47,3,16,323,224,NO
15,2,33,0,12,85,139,NO
5,3,27,0,17,0,133,NO
3,2,12,3,6,3,47,NO
6,3,43,0,10,3,204,NO
4,2,7,0,5,4,45,NO
10,1,20,1,10,23,107,NO
5,3,20,0,13,8,66,NO
4,2,9,0,13,6,25,NO
3,1,6,0,4,1,31,NO
14,4,39,0,8,51,240,YES
20,2,42,0,12,148,214,NO
8,1,13,25,26,8,94,YES
2,5,7,0,1,0,49,NO
3,1,7,0,3,0,21,NO
6,2,14,0,1,0,52,NO
14,2,34,4,15,73,159,NO
