@RELATION camel-1.6-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
5,3,10,0,7,0,43,NO
4,1,5,0,3,4,17,NO
20,4,95,0,26,144,433,NO
3,2,22,0,8,3,165,YES
8,1,20,0,25,22,176,YES
3,1,3,0,6,3,3,NO
1,1,2,0,0,0,9,NO
6,1,17,0,9,15,46,YES
0,1,0,0,0,0,0,NO
4,1,8,0,7,6,22,NO
10,1,20,0,11,45,52,YES
10,3,33,0,10,25,165,NO
23,2,49,0,13,201,266,NO
8,4,33,0,18,22,141,NO
9,3,15,0,3,6,82,YES
3,1,16,2,8,3,96,NO
10,4,27,0,6,5,168,YES
8,2,33,0,7,26,415,NO
4,1,8,0,17,6,53,NO
2,1,5,0,3,1,17,NO
14,1,18,0,6,61,81,NO
16,1,36,0,8,62,184,NO
4,4,8,17,66,6,21,NO
6,1,10,0,4,1,50,NO
3,1,20,0,3,3,127,NO
11,2,17,0,11,25,73,YES
2,1,2,0,2,1,2,NO
3,3,4,0,2,1,15,YES
3,2,4,0,6,3,10,YES
5,1,15,0,6,10,60,NO
33,1,33,0,17,528,33,YES
3,1,3,0,5,3,3,NO
7,1,61,0,32,0,204,NO
8,2,33,0,13,0,294,YES
3,1,7,0,5,3,19,NO
11,3,63,0,14,7,416,NO
2,4,7,0,5,1,24,YES
1,1,1,0,9,0,1,NO
4,1,10,0,4,0,39,YES
12,3,24,13,22,30,114,NO
14,3,43,0,21,59,208,NO
4,4,10,8,13,0,39,YES
3,4,15,0,8,3,49,NO
1,1,1,0,7,0,1,NO
2,1,10,1,3,0,44,NO
6,0,54,0,21,9,309,NO
1,1,3,0,2,0,7,NO
7,2,8,0,8,15,45,NO
3,1,18,0,9,0,61,NO
15,1,29,1,15,45,171,NO
1,1,1,0,0,0,1,NO
5,3,9,0,9,4,36,NO
4,1,17,0,7,6,39,NO
5,3,18,0,10,8,62,NO
3,1,8,0,6,3,31,NO
14,4,37,0,11,73,236,NO
27,2,61,6,26,105,265,YES
7,2,10,2,7,15,44,NO
3,3,9,0,8,0,44,NO
4,3,6,0,1,0,21,NO
50,1,84,0,8,1011,726,NO
1,1,1,0,14,0,1,YES
3,1,9,0,4,1,47,NO
6,4,10,0,5,15,43,NO
3,2,5,0,1,3,12,NO
1,1,1,0,7,0,1,NO
20,1,98,0,20,178,880,NO
2,1,7,0,6,1,21,NO
2,5,7,0,4,0,25,YES
2,1,2,0,38,1,2,NO
4,1,11,0,4,0,67,NO
4,1,4,0,6,6,5,NO
2,1,4,0,4,1,8,NO
2,5,9,1,9,1,26,NO
21,2,52,1,15,142,292,NO
2,3,6,0,7,1,19,NO
2,1,4,0,4,1,9,NO
8,1,15,0,7,22,100,NO
3,3,25,0,10,0,136,NO
4,2,6,0,7,0,30,NO
6,2,15,0,4,7,71,NO
7,1,23,2,7,21,133,NO
1,1,1,0,0,0,1,NO
3,1,22,0,10,1,141,NO
5,3,7,0,5,0,34,YES
16,1,43,1,11,112,275,YES
1,1,2,0,0,0,12,NO
1,1,1,0,16,0,1,NO
26,3,61,0,14,235,303,NO
3,2,5,0,1,3,12,NO
6,3,31,0,16,7,108,NO
10,4,17,0,7,13,82,NO
0,1,0,0,0,0,0,NO
9,5,25,3,12,0,202,NO
5,3,11,4,11,10,33,YES
18,1,27,0,3,97,165,NO
6,3,34,0,7,15,138,NO
6,2,9,0,2,9,41,NO
2,0,10,0,5,1,58,NO
10,1,18,2,9,9,86,NO
3,3,17,0,12,3,67,NO
6,1,10,0,4,0,46,NO
3,3,4,0,2,1,15,NO
9,1,9,0,7,36,9,NO
120,1,200,0,38,6646,1370,NO
11,3,15,0,4,35,62,NO
20,2,30,0,8,144,148,NO
15,2,17,0,8,99,89,NO
5,3,9,0,6,8,36,NO
4,1,7,0,6,4,22,NO
4,2,7,0,3,4,111,NO
10,2,24,0,73,41,259,NO
29,1,57,0,18,314,201,NO
4,0,7,1,7,4,24,NO
53,2,87,1,24,1296,614,YES
6,2,12,2,6,0,38,NO
5,3,10,0,4,8,36,NO
9,1,17,7,11,24,125,NO
3,5,10,0,4,0,34,YES
3,1,6,0,6,3,23,NO
11,1,28,2,10,49,118,NO
2,3,4,0,4,1,9,YES
5,3,21,0,9,0,106,YES
3,1,15,0,2,3,63,NO
2,1,2,0,9,1,2,NO
7,3,13,0,8,0,41,YES
1,1,1,0,7,0,1,NO
20,1,20,0,16,190,20,NO
1,1,3,0,2,0,7,NO
7,1,14,0,11,11,66,NO
8,2,16,27,32,0,47,NO
12,1,24,0,20,66,74,YES
4,1,4,0,8,6,4,NO
16,1,31,1,8,112,150,YES
5,1,17,0,7,2,68,NO
27,3,60,0,32,245,345,NO
10,1,18,0,11,21,97,NO
39,2,76,0,24,641,453,NO
7,0,31,2,11,21,163,NO
19,1,47,1,15,81,474,YES
16,2,33,0,14,102,144,NO
2,2,7,0,3,1,29,NO
4,2,7,0,5,4,45,NO
0,1,0,0,0,0,0,NO
4,0,20,2,10,6,85,NO
8,3,36,0,15,0,135,NO
18,3,35,0,4,111,200,NO
0,1,0,0,0,0,0,NO
21,2,25,0,14,198,119,NO
4,1,14,0,0,6,79,NO
2,3,4,0,4,1,11,NO
15,3,38,0,15,37,217,YES
3,3,5,0,3,3,25,NO
26,1,47,1,9,0,236,YES
2,1,11,0,5,0,39,YES
0,1,0,0,0,0,19,NO
3,1,21,0,3,1,88,YES
13,2,33,4,14,34,187,YES
2,1,2,0,40,1,2,YES
6,3,13,0,7,3,46,NO
6,2,5,0,7,9,36,NO
17,2,53,0,25,104,305,YES
3,3,7,0,6,0,29,YES
22,1,22,0,182,231,22,YES
6,2,19,0,9,15,90,NO
2,1,3,0,3,0,12,NO
1,2,4,0,2,0,14,NO
15,3,35,0,14,57,195,NO
8,5,11,0,13,24,49,NO
12,3,71,0,25,22,391,NO
4,1,14,0,6,0,90,NO
16,4,29,0,17,72,150,NO
6,1,14,1,3,3,55,YES
9,1,50,0,16,24,239,NO
1,4,2,1,5,0,11,NO
4,3,27,0,24,4,156,NO
14,3,32,1,20,55,188,NO
7,2,21,0,11,17,90,NO
2,1,15,0,12,0,70,YES
14,1,33,0,4,39,231,NO
5,6,26,0,14,10,77,NO
3,1,13,0,5,3,58,NO
2,3,5,0,3,1,17,NO
2,1,3,0,2,1,7,NO
9,4,60,0,11,0,407,NO
2,4,3,1,9,1,5,NO
10,1,28,0,10,0,136,NO
3,2,8,0,6,3,60,NO
2,3,11,0,6,1,39,NO
6,2,21,2,14,5,96,YES
20,2,24,0,10,178,114,NO
2,2,8,0,3,1,40,NO
10,1,24,0,7,29,110,YES
15,3,32,0,6,61,168,NO
10,1,10,0,11,45,10,NO
6,4,12,0,6,15,45,NO
4,1,4,0,6,6,4,NO
4,3,38,0,8,0,201,NO
3,3,12,0,8,3,39,NO
5,3,10,0,4,10,31,NO
4,1,12,0,1,0,52,NO
4,1,8,0,4,6,19,NO
7,1,33,0,28,17,180,NO
11,3,30,3,9,37,127,YES
28,1,44,0,8,300,248,NO
18,2,64,2,20,93,377,YES
7,2,9,0,2,7,39,NO
75,2,171,1,56,2573,1510,YES
5,2,10,0,9,10,30,NO
48,2,124,1,45,992,824,NO
8,1,32,0,8,16,159,NO
7,3,35,0,12,15,156,YES
5,3,61,0,17,8,295,NO
3,5,6,0,3,3,17,NO
3,4,9,0,2,0,34,NO
5,3,16,0,9,8,84,NO
9,0,24,0,5,0,213,NO
10,2,29,0,15,11,181,YES
16,0,35,0,17,102,189,NO
6,1,6,0,3,15,6,NO
2,4,4,0,3,1,12,NO
13,3,37,0,9,26,226,YES
38,2,68,0,21,627,326,YES
14,3,32,0,11,71,171,NO
13,2,44,0,13,54,222,YES
4,3,22,0,3,0,86,NO
4,0,17,0,10,2,71,NO
6,1,7,4,5,9,23,NO
8,2,15,0,12,22,60,NO
8,0,43,2,16,28,208,NO
5,1,27,0,10,0,112,NO
4,1,13,0,9,6,54,NO
5,2,8,1,5,8,29,NO
3,2,5,0,1,3,12,NO
7,2,8,0,9,15,44,NO
3,2,7,0,8,3,17,NO
2,1,2,0,1,1,2,NO
4,1,17,0,7,0,74,NO
26,2,54,0,17,289,279,NO
4,0,18,0,10,4,81,NO
9,2,10,0,10,30,58,NO
3,1,12,0,4,3,60,NO
1,4,2,3,4,0,7,NO
4,3,12,0,8,6,62,YES
9,4,21,0,9,30,75,NO
6,3,14,0,9,11,44,NO
2,1,18,0,12,1,75,NO
1,1,1,0,1,0,1,NO
3,2,5,0,1,3,12,NO
3,1,5,0,4,3,20,NO
18,2,24,0,20,133,141,NO
19,1,36,1,7,137,184,YES
8,4,15,0,4,6,89,NO
3,3,7,0,5,0,24,YES
4,6,9,0,3,0,45,NO
1,1,1,0,5,0,1,NO
30,4,87,0,16,297,793,YES
1,1,1,0,6,0,1,NO
6,1,28,0,14,7,213,NO
0,1,0,0,1,0,0,NO
8,2,19,0,6,18,166,NO
4,5,11,0,25,0,52,YES
24,2,80,1,25,220,444,NO
5,3,15,16,21,4,53,YES
3,3,9,0,4,3,33,NO
2,1,3,0,3,1,6,NO
14,2,22,1,6,29,173,NO
3,1,6,0,5,3,18,NO
