@RELATION jedit-3.2-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
14,1,45,0,9,61,425,NO
7,2,21,0,4,0,300,NO
6,1,11,0,3,9,113,NO
6,2,14,0,16,3,92,NO
5,2,22,0,5,0,206,NO
4,2,21,0,10,2,174,NO
8,2,19,0,6,0,157,NO
4,1,7,0,2,0,62,NO
5,1,5,0,5,10,5,NO
4,2,11,0,1,6,93,NO
10,1,13,2,11,39,33,YES
5,2,27,0,14,10,182,NO
54,5,175,0,41,1183,1425,YES
5,6,51,0,6,6,260,YES
11,2,30,0,7,25,198,NO
51,1,132,0,58,925,1458,NO
18,6,124,0,21,117,762,YES
7,2,15,0,6,9,64,NO
3,6,23,0,4,1,330,YES
211,4,430,0,59,11469,7612,YES
39,1,144,0,70,725,1492,YES
1,1,1,0,31,0,1,NO
4,1,16,0,5,2,179,YES
12,7,57,0,7,52,279,YES
19,5,132,0,31,57,828,YES
6,1,14,3,29,7,49,NO
7,6,58,0,9,5,300,YES
14,7,54,0,7,65,313,YES
30,7,137,0,22,315,1603,YES
2,2,8,0,6,0,69,NO
9,1,18,0,4,0,361,NO
5,2,22,0,7,4,93,NO
1,1,2,0,10,0,12,NO
5,6,39,0,6,0,210,NO
5,7,52,0,8,2,364,NO
2,2,9,0,10,1,106,NO
10,2,28,0,5,13,230,YES
3,6,34,0,4,1,370,NO
2,8,30,0,10,1,175,YES
8,5,33,0,4,28,143,NO
7,1,7,0,36,21,7,NO
8,6,31,0,5,20,123,YES
30,4,73,0,10,337,628,YES
4,2,21,0,12,6,279,NO
11,1,30,2,14,15,182,NO
2,2,22,0,12,1,185,NO
2,2,7,0,10,1,79,NO
2,2,5,0,1,1,14,NO
3,6,17,0,3,1,263,YES
13,1,32,2,6,76,439,NO
5,6,33,0,5,2,191,YES
2,1,2,0,4,1,2,NO
45,1,77,0,41,898,1472,NO
36,1,109,0,23,630,1557,NO
1,1,2,0,1,0,6,NO
22,1,51,0,12,129,593,YES
7,1,12,0,5,13,64,NO
17,7,80,0,5,98,662,NO
1,4,2,0,3,0,5,NO
3,6,13,16,19,3,59,NO
19,5,77,0,13,71,498,YES
3,6,24,0,4,1,253,YES
5,3,6,0,5,2,36,NO
1,3,2,0,8,0,5,NO
10,5,27,15,17,29,258,YES
8,1,9,13,15,12,66,NO
19,2,75,0,11,123,1106,YES
24,1,89,0,29,228,534,YES
10,1,46,0,10,9,1441,YES
8,2,20,0,5,0,174,NO
1,1,1,0,2,0,186,NO
31,1,108,0,34,197,1228,YES
50,1,66,0,5,3,6259,NO
4,1,7,0,2,0,59,NO
11,1,29,0,22,23,244,NO
17,1,37,0,1,100,691,NO
3,6,27,0,4,1,238,NO
8,6,31,0,6,20,123,YES
4,2,23,0,10,6,175,NO
12,2,38,0,7,38,470,YES
27,1,40,0,3,25,1277,NO
7,2,16,0,5,3,115,YES
4,5,16,0,6,0,62,NO
3,2,9,0,4,1,71,NO
55,6,200,0,109,1197,1437,YES
22,1,36,4,23,175,239,YES
8,1,31,0,15,0,356,NO
3,2,5,0,4,3,20,NO
4,2,9,0,4,0,80,NO
10,7,56,0,7,21,384,NO
2,8,23,0,11,1,100,YES
6,1,40,0,2,13,374,NO
4,3,13,0,4,0,71,NO
2,2,9,0,11,1,65,NO
25,1,37,0,10,290,161,NO
19,1,71,0,19,91,1263,NO
1,8,15,0,4,0,83,YES
15,1,28,0,19,0,391,NO
5,3,18,0,4,8,173,NO
11,2,23,0,2,25,167,NO
2,1,2,0,4,1,2,YES
6,3,19,0,3,3,387,NO
3,1,4,0,5,3,23,NO
87,2,100,0,8,3741,711,NO
2,3,4,0,5,1,10,NO
7,2,27,0,7,0,500,YES
18,5,62,0,16,31,551,YES
2,2,6,0,10,1,30,NO
2,1,2,0,3,1,2,NO
5,5,26,0,4,0,339,NO
3,6,13,0,3,3,45,NO
13,6,75,0,14,44,517,YES
2,3,4,0,7,1,9,NO
11,2,31,0,5,31,231,YES
2,8,25,0,9,1,127,YES
10,7,74,0,15,17,477,YES
6,1,23,0,8,3,128,YES
21,6,83,0,17,64,589,YES
2,2,9,0,10,1,36,NO
3,2,18,0,11,3,273,NO
3,7,33,0,5,3,162,YES
5,6,35,0,4,0,386,YES
19,1,30,35,50,147,240,NO
2,2,10,0,12,1,137,NO
2,2,9,0,10,1,40,NO
1,1,1,0,5,0,1,NO
17,1,22,0,8,100,199,YES
5,6,33,0,10,4,152,YES
7,6,33,0,7,11,145,YES
6,3,14,0,14,5,81,NO
5,1,5,0,9,10,5,NO
399,1,487,0,47,0,23350,NO
11,1,16,0,3,55,456,NO
6,3,19,0,2,15,184,NO
13,1,61,0,11,44,488,YES
2,2,7,0,7,1,30,NO
13,7,72,0,10,44,631,NO
2,2,6,0,7,1,36,NO
8,2,34,0,8,12,223,NO
14,5,72,0,20,37,533,YES
5,2,18,0,4,8,106,NO
12,1,32,0,19,36,236,YES
5,2,20,0,7,4,153,NO
4,5,32,0,5,0,313,YES
10,2,29,0,8,3,189,NO
9,1,39,0,8,36,904,YES
3,6,24,0,4,1,321,NO
5,1,12,0,3,0,269,NO
13,1,55,0,64,36,433,NO
11,3,20,2,51,0,137,NO
8,1,15,0,5,0,139,NO
5,5,45,0,14,6,458,NO
14,2,88,0,11,35,889,YES
12,3,52,0,6,8,501,YES
21,6,71,0,7,170,508,YES
6,1,6,0,1,15,6,NO
3,2,10,0,14,3,63,NO
2,2,6,0,9,1,54,NO
4,1,12,0,3,6,37,NO
11,6,64,0,11,27,595,YES
2,2,8,0,8,1,50,NO
6,1,8,0,6,15,24,NO
13,5,65,0,14,14,398,YES
8,1,28,0,8,6,160,NO
3,7,33,0,4,3,176,YES
15,1,75,0,26,73,736,YES
5,3,13,0,5,4,50,NO
3,2,13,0,11,3,101,NO
