@RELATION xerces-1.3-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
34,2,74,0,14,0,2890,NO
46,1,61,0,13,833,579,NO
4,1,4,0,0,6,4,NO
4,1,4,0,0,6,4,NO
41,2,75,0,11,280,1225,NO
17,1,37,1,0,136,254,NO
2,1,2,0,2,1,2,NO
2,1,2,0,0,1,2,NO
4,1,4,0,2,6,4,NO
3,1,5,0,0,1,14,YES
4,4,6,0,2,6,16,NO
9,1,11,4,8,20,77,NO
3,1,3,0,28,3,17,NO
1,1,1,0,0,0,1,NO
3,4,14,0,2,3,60,NO
7,4,10,0,3,21,39,NO
12,4,22,0,3,66,97,NO
17,1,54,0,8,134,867,NO
32,3,77,7,16,236,1240,NO
20,1,47,1,0,152,325,YES
18,2,35,0,6,0,2128,NO
2,3,3,0,11,0,13,NO
0,1,0,0,8,0,0,NO
10,2,29,0,7,37,228,NO
0,1,0,0,2,0,0,NO
4,1,4,0,0,6,4,NO
3,4,6,0,2,3,17,NO
3,1,13,0,10,0,167,YES
15,4,27,1,9,57,200,NO
2,2,3,0,4,1,8,NO
9,4,12,0,2,36,50,NO
20,1,29,0,1,58,547,YES
9,4,12,0,3,36,50,NO
1,1,2,0,0,0,9,NO
4,1,4,0,2,6,4,NO
1,4,2,0,3,0,6,NO
10,4,29,1,6,43,115,YES
29,4,75,4,17,80,665,YES
26,1,26,0,0,325,26,NO
6,3,21,2,9,15,88,NO
45,2,63,0,13,862,962,YES
36,1,69,0,0,246,436,NO
11,2,38,0,8,35,253,YES
6,3,21,1,3,3,192,YES
14,1,14,0,0,91,14,NO
9,1,12,6,10,0,183,NO
11,4,14,0,3,55,61,NO
17,1,17,0,0,136,17,YES
23,3,42,52,55,253,249,NO
2,1,2,0,0,1,2,NO
13,4,16,0,2,78,72,NO
20,1,38,0,10,62,601,NO
6,1,11,0,2,0,608,NO
10,1,10,0,22,45,51,NO
22,1,49,1,8,41,596,NO
7,4,10,0,3,21,39,NO
7,1,9,0,1,13,720,NO
3,2,12,0,3,1,159,NO
8,1,8,0,0,28,8,NO
4,3,9,0,6,0,583,YES
18,1,18,0,6,153,18,NO
35,4,43,0,3,595,200,NO
14,1,14,0,2,91,14,NO
9,1,26,0,11,16,191,NO
8,1,8,0,0,28,8,NO
6,1,14,0,9,3,132,NO
7,4,14,0,2,21,42,NO
15,1,51,0,5,105,527,NO
2,2,18,0,9,0,239,NO
3,4,6,0,2,3,17,NO
53,1,126,2,21,740,1257,YES
12,1,12,0,0,66,12,NO
10,2,40,0,10,15,745,NO
0,1,0,0,1,0,0,NO
11,4,14,0,3,55,61,NO
1,1,1,0,0,0,1,NO
4,1,4,0,0,6,4,NO
3,4,6,0,2,3,17,NO
81,1,257,0,37,1504,10701,YES
30,2,64,0,11,0,2603,NO
11,1,11,0,0,55,11,NO
1,1,1,0,0,0,1,NO
6,1,6,0,0,15,6,NO
4,1,4,0,2,6,4,NO
36,4,58,0,6,630,471,NO
0,1,0,0,2,0,0,NO
4,1,4,0,2,6,4,NO
17,4,23,0,2,136,96,NO
2,1,2,0,2,1,2,NO
65,4,167,3,51,1798,1475,YES
6,3,21,1,3,3,240,YES
4,3,14,0,5,0,60,YES
17,4,27,0,2,136,123,NO
7,4,12,0,2,21,39,NO
9,2,19,0,6,0,120,NO
31,2,60,0,15,0,2714,NO
5,4,8,0,3,10,28,NO
3,1,8,0,0,3,25,NO
30,1,38,0,10,0,1224,YES
5,1,21,1,4,0,264,NO
4,4,20,0,6,0,103,YES
4,2,8,0,2,4,31,NO
4,2,12,0,1,6,39,YES
6,1,6,0,0,15,6,NO
3,4,7,0,2,3,19,NO
7,1,9,0,1,13,194,NO
11,2,49,0,7,25,760,YES
8,2,32,0,2,10,223,NO
11,1,21,1,0,55,99,YES
0,1,0,0,2,0,0,NO
16,1,16,0,0,120,16,NO
2,1,2,0,0,1,2,NO
12,1,22,0,3,0,332,NO
0,1,0,0,2,0,0,NO
5,1,14,0,2,0,1114,YES
55,1,99,0,3,473,2660,NO
9,4,12,0,3,36,50,NO
1,4,2,0,0,0,5,NO
18,1,19,0,0,153,40,NO
4,4,19,0,5,0,117,YES
11,1,11,0,0,55,11,NO
12,1,19,0,9,24,827,NO
8,2,14,2,9,18,69,NO
3,2,4,0,5,1,16,NO
27,4,35,0,2,351,171,NO
13,1,30,0,0,4,238,NO
4,3,23,0,39,4,580,NO
6,1,6,0,0,15,9,NO
22,1,39,0,6,89,1528,NO
8,1,20,1,3,22,108,NO
0,1,0,0,1,0,0,NO
4,1,4,0,36,6,4,NO
7,2,21,0,8,17,134,YES
1,1,2,0,4,0,14,NO
2,2,5,0,8,1,145,NO
9,1,14,3,14,28,116,YES
6,1,6,0,0,15,6,NO
26,1,26,0,0,325,26,NO
6,1,6,0,2,15,6,NO
9,4,12,0,3,36,50,NO
5,1,5,0,0,10,5,NO
4,1,4,0,2,6,4,NO
11,2,37,0,9,45,895,NO
7,1,13,0,7,5,1019,NO
5,4,8,0,2,10,28,NO
7,4,10,0,3,21,39,NO
24,1,24,0,0,276,28,NO
4,3,17,0,5,0,85,YES
5,1,7,0,6,10,107,NO
1,1,1,0,0,0,1,NO
3,4,7,0,2,3,19,NO
3,1,3,0,0,3,3,NO
7,1,7,0,0,21,7,NO
5,1,5,0,0,10,5,NO
1,1,2,0,0,0,8,NO
12,1,24,0,0,0,178,NO
26,1,40,0,0,0,723,YES
4,3,13,0,6,0,84,YES
1,4,2,0,0,0,10,NO
7,4,10,0,3,21,39,NO
5,3,22,0,4,0,118,YES
16,1,16,0,2,120,16,NO
