@RELATION jedit-4.1-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
4,3,12,0,8,0,182,NO
23,6,74,0,8,217,521,YES
3,2,10,0,14,3,71,NO
47,1,173,0,101,1049,2031,YES
1,1,1,0,32,0,1,NO
4,1,16,0,6,0,218,YES
2,2,8,0,8,1,50,NO
21,5,139,0,36,74,785,YES
8,6,31,0,6,20,121,NO
6,1,13,11,31,9,45,NO
14,6,87,0,14,51,497,YES
3,7,27,0,5,3,110,YES
4,2,6,0,2,0,83,NO
22,1,95,0,29,137,1219,YES
5,2,13,0,6,4,52,NO
7,5,59,0,15,5,389,NO
4,2,20,0,7,0,79,NO
14,1,32,0,8,29,485,YES
1,1,2,0,10,0,12,NO
4,5,17,0,6,0,61,NO
27,1,39,0,7,87,1342,YES
1,1,1,0,8,0,1,NO
1,2,2,0,4,0,5,NO
6,1,7,0,4,0,118,NO
19,6,60,0,12,125,336,NO
8,1,32,0,15,0,356,NO
3,2,8,0,4,0,151,NO
5,6,34,0,7,2,202,NO
3,2,7,0,9,1,30,NO
2,2,7,0,10,1,79,NO
2,2,5,0,1,1,14,NO
3,1,3,0,29,3,4,NO
11,1,29,3,7,33,141,YES
9,1,45,0,12,8,294,YES
7,2,21,0,4,0,300,NO
6,1,11,0,3,9,135,NO
6,2,14,0,16,3,92,NO
5,2,22,0,5,0,206,NO
4,2,21,0,10,2,176,NO
8,2,21,0,9,0,167,NO
4,1,7,0,2,0,62,NO
12,2,32,0,8,0,176,NO
15,1,50,0,12,105,913,NO
8,1,11,2,11,26,28,NO
5,2,25,0,15,10,162,NO
64,5,212,0,51,1606,1917,YES
12,6,49,0,8,40,342,YES
10,1,28,0,8,3,230,YES
11,2,28,0,7,25,161,NO
16,2,111,0,14,24,1304,YES
5,6,16,19,22,10,56,NO
28,5,136,0,25,184,868,YES
2,2,5,0,7,1,22,NO
5,3,6,0,6,2,36,NO
1,2,2,0,8,0,5,NO
14,5,32,17,20,67,395,NO
8,1,9,13,15,12,65,NO
4,4,24,0,2,0,195,YES
3,3,7,0,3,3,33,NO
27,1,102,0,20,291,755,YES
8,1,12,2,5,8,149,YES
7,1,10,2,9,15,81,NO
4,1,5,5,9,6,11,NO
1,1,1,0,2,0,191,NO
32,1,123,0,38,210,1566,YES
15,6,97,0,13,65,512,NO
3,2,10,0,11,3,79,NO
9,6,48,0,10,18,210,NO
