@RELATION ant-1.5-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
9,6,34,0,9,28,166,YES
8,4,37,0,7,4,277,NO
4,3,39,0,8,0,200,NO
15,3,77,0,16,69,504,NO
15,3,37,0,3,41,437,NO
1,1,1,0,5,0,1,NO
18,3,56,0,10,119,460,NO
2,3,7,0,3,1,23,NO
4,1,4,0,5,6,4,NO
16,4,56,2,19,48,757,NO
7,3,21,0,7,0,144,NO
5,1,5,0,11,10,5,NO
3,3,21,0,6,0,146,NO
1,1,1,0,9,0,1,NO
7,5,17,0,5,0,107,NO
3,1,9,1,7,0,47,NO
6,4,33,0,10,0,511,NO
10,4,36,0,16,3,246,NO
20,3,67,0,14,130,812,NO
1,1,1,0,15,0,1,NO
28,3,96,0,44,286,1047,NO
8,5,26,0,6,0,164,NO
4,3,16,0,6,0,46,NO
6,1,8,0,1,0,43,NO
3,2,26,0,9,3,147,NO
8,5,23,0,9,0,198,NO
4,2,15,0,4,0,109,YES
3,4,20,0,4,3,124,NO
18,4,82,0,12,83,1238,YES
3,1,3,0,3,3,3,NO
2,3,3,0,0,1,7,NO
3,1,17,0,3,0,196,NO
15,3,47,2,10,73,452,NO
1,1,1,0,8,0,1,NO
3,4,24,0,5,3,163,NO
13,1,66,1,15,78,476,NO
4,1,21,0,6,6,91,NO
27,1,60,0,10,145,401,NO
7,5,19,0,5,1,285,NO
1,1,1,0,2,0,1,NO
5,2,37,0,5,4,250,NO
12,3,64,0,11,0,581,NO
11,2,15,0,12,13,97,NO
21,5,83,2,15,142,799,NO
21,4,56,0,11,24,715,NO
3,4,22,0,8,0,104,NO
6,3,32,0,9,0,216,NO
20,1,42,0,4,130,376,NO
4,3,15,0,4,0,70,NO
8,5,26,0,6,0,167,NO
