@RELATION ant-1.6-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
3,1,19,0,3,0,104,NO
3,5,14,0,6,3,52,NO
10,1,39,0,15,19,344,NO
24,3,118,0,17,72,1066,YES
12,1,22,0,3,44,156,NO
19,3,61,0,10,135,504,NO
2,3,7,0,3,1,23,NO
3,2,6,0,4,0,30,NO
23,4,77,2,22,149,1164,NO
12,3,38,0,11,2,224,YES
7,1,8,0,2,0,1082,NO
20,4,97,0,13,116,895,YES
9,1,23,0,8,0,148,NO
3,2,7,0,5,1,29,NO
30,1,65,0,31,303,634,YES
3,6,11,0,7,3,37,NO
30,3,109,0,15,395,929,NO
8,5,29,0,9,0,187,NO
9,2,73,0,17,14,432,YES
23,3,88,0,15,201,541,NO
1,1,1,0,16,0,1,NO
30,3,102,0,51,301,1238,NO
8,5,26,0,6,0,172,NO
3,3,10,0,3,0,32,NO
6,1,8,0,1,0,43,NO
3,2,28,0,9,3,155,YES
13,5,34,0,11,68,199,NO
8,5,23,0,10,0,198,NO
6,5,22,0,9,0,105,NO
3,4,21,0,4,3,144,NO
5,3,15,0,5,4,90,NO
3,1,3,0,3,3,3,NO
2,3,3,0,0,1,7,NO
3,1,17,0,3,0,204,NO
22,5,73,1,17,151,618,YES
1,1,1,0,8,0,1,NO
4,2,14,0,6,2,68,NO
3,4,25,0,5,3,191,NO
18,1,68,2,23,151,413,YES
8,3,39,0,2,10,308,NO
20,1,50,0,3,74,721,YES
35,1,79,0,12,333,487,YES
10,5,30,0,6,0,328,NO
4,4,13,0,4,0,87,NO
53,1,119,1,37,1112,1739,YES
15,1,23,2,8,67,170,YES
7,1,8,1,5,3,47,NO
10,6,33,0,10,35,165,NO
17,4,62,0,15,78,416,NO
8,4,39,0,7,4,277,NO
5,3,41,0,8,0,230,NO
19,5,45,0,14,25,458,YES
17,1,58,0,4,130,630,YES
4,1,5,0,4,0,24,NO
4,1,13,0,1,6,45,NO
2,3,15,0,4,1,59,NO
50,3,123,2,55,919,918,YES
8,3,77,0,15,6,585,YES
42,3,96,11,39,0,328,NO
31,3,97,2,20,307,1137,YES
1,2,2,0,1,0,4,NO
1,6,2,1,3,0,4,NO
4,2,14,0,6,0,96,NO
9,2,23,0,0,0,250,NO
4,1,25,0,3,4,183,NO
2,2,28,0,9,1,268,YES
6,3,35,0,5,0,300,NO
5,1,11,1,35,4,54,NO
18,5,58,0,15,39,316,NO
5,3,12,3,8,2,49,NO
2,2,6,0,1,1,20,NO
4,2,10,0,6,0,125,NO
7,3,26,0,6,15,237,NO
16,1,56,3,15,86,372,NO
7,1,8,0,24,3,43,NO
33,1,100,0,29,420,1585,YES
3,2,20,0,8,3,151,NO
3,4,9,3,32,3,23,NO
3,2,8,0,3,0,32,NO
31,1,68,0,5,407,624,NO
17,3,67,0,19,112,468,YES
1,1,1,0,2,0,1,NO
10,2,30,0,4,27,252,NO
16,1,39,3,13,80,341,YES
16,3,41,0,3,84,559,YES
3,5,14,0,7,0,92,NO
7,1,7,0,9,21,7,NO
5,1,9,0,3,0,64,NO
8,3,45,0,11,16,216,NO
14,2,63,0,18,65,322,YES
12,1,42,0,2,0,236,YES
6,1,11,0,2,3,56,NO
2,4,15,0,5,1,67,NO
5,1,5,0,7,10,5,NO
8,1,33,0,2,4,269,NO
7,4,26,0,14,0,199,NO
5,1,13,0,6,0,69,NO
14,3,34,0,8,65,404,NO
7,1,7,0,2,21,7,NO
30,3,89,1,14,301,844,NO
4,1,7,0,2,6,20,NO
1,5,2,0,1,0,4,NO
5,1,15,2,5,0,137,NO
1,4,3,0,1,0,6,NO
3,1,14,0,7,3,88,YES
5,1,7,0,2,4,39,NO
16,1,74,0,13,50,635,NO
5,3,24,0,9,10,137,NO
8,1,19,0,80,18,99,NO
14,3,44,0,10,0,199,NO
1,3,2,0,6,0,5,NO
2,2,24,0,9,1,147,NO
0,1,0,0,4,0,0,NO
5,4,9,0,1,10,81,NO
30,4,93,0,19,317,949,YES
17,1,74,0,8,14,599,YES
3,5,11,0,9,3,76,NO
2,3,8,0,3,1,33,NO
24,1,24,0,23,276,24,NO
8,3,18,0,4,10,172,NO
