@RELATION camel-1.4-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
8,2,31,0,8,28,394,YES
5,0,17,0,9,10,97,NO
1,1,1,0,0,0,1,NO
13,3,73,0,41,50,344,NO
7,2,13,0,6,17,46,NO
6,1,14,6,11,15,52,NO
10,4,25,0,11,45,101,NO
18,1,59,0,29,119,350,NO
31,1,49,0,10,379,328,YES
5,1,26,0,12,2,154,NO
6,2,25,0,15,5,88,YES
1,2,2,0,1,0,7,NO
2,3,11,0,8,0,37,NO
9,4,40,0,14,22,244,NO
2,1,4,0,3,1,10,NO
4,2,7,0,4,4,56,NO
9,0,24,0,5,0,213,NO
14,0,32,0,16,69,165,NO
2,4,4,0,3,1,12,NO
4,1,12,0,9,2,52,NO
18,1,49,0,5,87,317,NO
5,1,7,0,2,4,25,NO
2,1,6,0,6,0,31,NO
0,1,0,0,2,0,0,NO
3,2,7,0,4,0,27,NO
7,4,16,0,9,21,45,YES
5,3,17,0,8,0,82,NO
3,4,15,0,8,3,52,NO
7,2,26,0,7,0,152,NO
3,3,10,0,7,3,32,NO
11,4,23,0,8,51,96,YES
2,1,10,0,6,0,46,NO
4,1,5,0,2,0,21,NO
6,1,52,0,16,9,297,NO
9,3,20,0,9,26,81,NO
3,1,9,0,5,1,28,YES
2,5,7,0,3,0,21,NO
2,1,11,0,5,0,39,NO
3,1,21,0,3,1,88,NO
23,1,40,0,22,247,118,NO
3,3,7,0,6,0,29,NO
10,1,20,0,9,41,96,NO
5,3,29,0,14,0,129,NO
2,5,5,0,2,1,15,NO
3,1,12,0,5,0,54,NO
27,1,71,0,12,349,292,YES
21,4,52,0,19,160,287,NO
5,1,11,0,4,0,43,NO
3,2,5,0,1,3,12,NO
19,1,19,0,72,171,19,YES
6,3,37,0,8,3,150,NO
10,1,17,0,8,25,86,NO
17,3,45,1,37,112,230,NO
5,1,8,0,16,6,31,NO
10,4,19,0,4,7,120,YES
3,2,17,0,13,3,70,NO
13,2,42,0,18,26,183,NO
12,2,16,0,7,46,83,NO
4,1,13,0,4,4,39,NO
2,1,2,0,5,1,2,NO
7,3,12,0,4,13,55,YES
2,4,32,0,20,0,202,NO
1,1,2,0,0,0,23,NO
5,2,9,0,14,0,41,NO
9,1,31,0,9,22,140,NO
4,1,11,3,3,0,31,NO
6,2,10,0,11,9,48,NO
45,3,81,0,22,814,555,YES
3,1,5,0,4,3,18,NO
9,4,23,0,9,0,94,YES
5,1,7,0,16,4,30,NO
5,1,10,0,4,10,28,NO
3,1,11,0,5,0,53,NO
1,1,1,0,3,0,1,NO
8,2,25,0,8,14,105,YES
5,3,47,0,18,2,172,NO
3,1,13,0,7,0,72,NO
1,1,1,0,0,0,1,NO
28,2,74,0,25,362,323,NO
8,1,54,0,15,0,378,NO
2,5,7,0,3,0,25,NO
2,3,4,1,4,1,11,NO
17,1,34,0,21,136,138,NO
3,1,5,0,4,3,20,NO
15,2,21,0,20,89,123,NO
19,1,35,1,7,137,183,YES
3,3,7,0,5,0,24,NO
4,6,9,0,3,0,45,NO
1,1,1,0,5,0,1,NO
22,4,66,0,14,151,603,YES
1,1,1,0,6,0,1,NO
3,3,4,0,2,1,15,NO
5,1,6,0,1,6,24,NO
15,1,47,0,22,81,218,NO
4,5,11,0,2,0,52,NO
7,1,8,2,4,11,37,NO
0,1,0,0,1,0,0,NO
2,2,10,0,5,0,42,NO
2,1,3,0,3,1,6,NO
14,2,22,1,6,27,176,NO
1,1,1,0,6,0,1,NO
10,2,24,0,11,1,126,NO
7,3,27,0,14,13,95,NO
4,3,5,0,1,4,16,NO
24,2,61,36,53,256,301,YES
2,1,5,0,2,1,16,NO
3,4,5,0,3,3,12,NO
2,1,2,0,2,1,2,NO
1,1,1,0,5,0,1,NO
3,3,6,0,4,3,16,NO
17,0,46,0,25,102,229,NO
9,1,14,0,1,4,59,NO
10,1,29,3,12,21,151,YES
5,1,7,0,0,0,32,NO
2,1,7,0,1,1,26,NO
6,6,16,0,3,7,80,NO
6,2,16,0,5,7,59,NO
3,1,13,0,0,3,57,NO
30,1,61,0,41,435,193,YES
1,1,1,0,5,0,1,NO
15,1,25,1,7,75,139,NO
6,2,27,0,11,0,115,YES
8,1,12,0,5,24,68,NO
9,1,28,0,9,12,224,NO
4,2,7,0,11,0,34,NO
3,3,8,0,6,3,22,NO
13,3,77,0,34,46,672,NO
2,1,2,0,18,1,2,NO
6,1,14,0,3,13,57,NO
2,0,5,0,3,1,12,NO
13,1,26,3,4,58,112,YES
7,3,12,0,6,9,52,NO
2,1,2,0,2,1,2,NO
49,1,93,0,20,1044,620,NO
6,3,11,0,5,7,46,NO
38,1,111,0,109,697,923,YES
7,3,14,0,10,1,45,NO
19,3,26,0,16,157,111,NO
57,1,94,0,14,1484,738,NO
17,1,32,0,8,82,162,YES
14,4,27,0,10,33,167,YES
4,0,17,0,10,2,71,NO
1,1,1,0,0,0,1,NO
12,1,22,0,7,60,63,NO
2,1,8,0,6,1,23,NO
10,3,46,0,8,11,334,NO
17,2,18,0,2,120,84,NO
2,2,4,0,3,1,11,NO
8,1,42,1,31,14,207,NO
1,1,1,0,6,0,1,NO
1,1,1,0,0,0,1,NO
15,3,22,0,5,71,113,NO
4,1,4,0,7,6,4,NO
4,1,9,0,3,0,34,NO
14,1,28,31,35,49,200,YES
4,1,10,0,8,6,31,NO
0,1,0,0,3,0,0,YES
5,4,12,0,6,10,28,NO
6,1,11,0,6,0,57,NO
1,1,1,0,4,0,1,NO
6,2,14,0,2,0,52,YES
0,1,0,0,0,0,0,NO
4,0,18,0,14,4,88,NO
5,1,11,0,4,10,56,YES
2,3,7,0,6,0,24,NO
7,1,19,0,11,9,75,NO
0,1,0,0,0,0,0,NO
3,5,8,0,4,0,32,NO
2,1,7,0,12,1,23,NO
3,1,6,0,4,0,33,NO
12,0,23,0,13,32,138,NO
3,0,11,0,8,1,41,NO
14,1,62,0,25,85,461,NO
3,3,8,0,4,0,26,NO
3,1,6,0,3,3,13,NO
3,4,15,1,9,3,52,NO
13,2,25,1,15,28,120,NO
3,5,4,0,5,0,21,NO
3,1,5,0,4,3,12,NO
10,1,38,0,9,45,216,NO
2,5,6,0,2,0,21,NO
27,4,60,0,18,291,303,YES
5,1,5,0,4,10,5,YES
9,1,17,0,4,24,125,NO
10,1,16,0,3,27,69,NO
10,4,18,0,9,39,68,NO
2,1,2,0,3,1,2,NO
7,1,25,0,10,11,166,NO
14,1,71,1,10,41,799,YES
6,1,9,0,4,9,41,NO
1,1,1,0,0,0,1,NO
49,1,86,0,9,576,758,NO
10,4,17,0,7,13,82,YES
4,2,17,0,7,0,78,NO
3,1,3,0,63,3,3,NO
31,1,59,1,16,437,251,YES
9,3,101,0,35,8,571,NO
17,2,20,0,9,124,99,NO
2,1,3,0,2,1,7,NO
4,2,20,0,11,0,94,NO
1,1,1,0,27,0,1,NO
6,2,17,0,4,0,80,NO
29,3,56,0,5,318,342,YES
13,1,41,0,24,78,218,YES
1,5,6,0,2,0,14,NO
8,3,56,0,16,14,297,NO
