@RELATION jedit-4.1-PSSNET

@ATTRIBUTE revision_num REAL
@ATTRIBUTE author_num REAL
@ATTRIBUTE linesadd_sum REAL
@ATTRIBUTE linesadd_max REAL
@ATTRIBUTE linesadd_avg REAL
@ATTRIBUTE linesdel_sum REAL
@ATTRIBUTE linesdel_max REAL
@ATTRIBUTE linesdel_avg REAL
@ATTRIBUTE codechurn_sum REAL
@ATTRIBUTE codechurn_max REAL
@ATTRIBUTE codechurn_avg REAL
@ATTRIBUTE Size_Ego REAL
@ATTRIBUTE Ties_Ego REAL
@ATTRIBUTE Pairs_Ego REAL
@ATTRIBUTE Density_Ego REAL
@ATTRIBUTE nWeakComp_Ego REAL
@ATTRIBUTE pWeakComp_Ego REAL
@ATTRIBUTE 2StepReach_Ego REAL
@ATTRIBUTE ReachEffic_Ego REAL
@ATTRIBUTE Broker_Ego REAL
@ATTRIBUTE nBroker_Ego REAL
@ATTRIBUTE EgoBetween_Ego REAL
@ATTRIBUTE nEgoBetween_Ego REAL
@ATTRIBUTE Size_Ein REAL
@ATTRIBUTE Ties_Ein REAL
@ATTRIBUTE Pairs_Ein REAL
@ATTRIBUTE Density_Ein REAL
@ATTRIBUTE nWeakComp_Ein REAL
@ATTRIBUTE pWeakComp_Ein REAL
@ATTRIBUTE 2StepReach_Ein REAL
@ATTRIBUTE ReachEffic_Ein REAL
@ATTRIBUTE Broker_Ein REAL
@ATTRIBUTE nBroker_Ein REAL
@ATTRIBUTE EgoBetween_Ein REAL
@ATTRIBUTE nEgoBetween_Ein REAL
@ATTRIBUTE Size_Eout REAL
@ATTRIBUTE Ties_Eout REAL
@ATTRIBUTE Pairs_Eout REAL
@ATTRIBUTE Density_Eout REAL
@ATTRIBUTE nWeakComp_Eout REAL
@ATTRIBUTE pWeakComp_Eout REAL
@ATTRIBUTE 2StepReach_Eout REAL
@ATTRIBUTE ReachEffic_Eout REAL
@ATTRIBUTE Broker_Eout REAL
@ATTRIBUTE nBroker_Eout REAL
@ATTRIBUTE EgoBetween_Eout REAL
@ATTRIBUTE nEgoBetween_Eout REAL
@ATTRIBUTE EffSize REAL
@ATTRIBUTE Efficiency REAL
@ATTRIBUTE Constraint REAL
@ATTRIBUTE Hierarchy REAL
@ATTRIBUTE Indirects REAL
@ATTRIBUTE Degree REAL
@ATTRIBUTE BonPwr REAL
@ATTRIBUTE 2Step REAL
@ATTRIBUTE ARD REAL
@ATTRIBUTE Eigenvector REAL
@ATTRIBUTE Between REAL
@ATTRIBUTE Degree_n REAL
@ATTRIBUTE BonPwr_n REAL
@ATTRIBUTE 2Step_n REAL
@ATTRIBUTE ARD_n REAL
@ATTRIBUTE Eigenvector_n REAL
@ATTRIBUTE Between_n REAL
@ATTRIBUTE OutFreeClo REAL
@ATTRIBUTE InFreeClo REAL
@ATTRIBUTE OutValClo REAL
@ATTRIBUTE InValClo REAL
@ATTRIBUTE OutRecipClo REAL
@ATTRIBUTE InRecipClo REAL
@ATTRIBUTE OutdwReach REAL
@ATTRIBUTE IndwReach REAL
@ATTRIBUTE nOutdwReach REAL
@ATTRIBUTE nIndwReach REAL
@ATTRIBUTE isBug {YES,NO}

@DATA
0,0,0,0,0.0,0,0,0.0,0,0,0.0,3,3,6,50,1,33.33333206,21.20253181,59.82143021,1.5,0.5,0,0,3,3,6,50,1,33.33333206,21.20253181,59.82143021,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.833333254,0.611111104,0.404794097,0.013659953,0.097916678,4,151.4416199,67,97.61666107,0.002213009,44.95912552,0.012658228,0.872396886,0.212025315,0.308913499,0.00313014,0.000903338,0.003154574,0.011237154,0,0.721568882,0.003154576,0.220847815,1,70.51663971,0.003154574,0.222449973,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,18,90,306,29.41176414,1,5.555555344,25,15.3398056,108,0.70588237,3.134523869,1.024354219,1,0,0,0,1,100,14.87341785,97.91666412,0,0,0,0,17,80,272,29.41176414,1,5.882352829,24.68354416,16.70235634,96,0.70588237,0,0,11.66666698,0.648148119,0.114657275,0.025607988,0.410199165,19,897.3810425,79,110.4999924,0.013499651,141.2110291,0.060126584,5.169466496,0.25,0.349683523,0.019094273,0.002837272,0.004028094,0.010904448,0.217545837,0.712983668,0.123246484,0.163951486,39.16666412,52.53105164,0.123554148,0.165713102,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,16,79,240,32.91666794,1,6.25,24.36708832,17.38149071,80.5,0.670833349,11.03611088,4.598379612,8,9,56,16.0714283,1,12.5,18.35443115,40,23.5,0.839285731,0,0,8,31,56,55.3571434,1,12.5,24.05063248,25.50335503,12.5,0.446428567,0,0,9.40625,0.587890625,0.132547721,0.026376242,0.429791093,17,791.9798584,77,109.0833206,0.011900343,16.40600395,0.053797469,4.562291145,0.243670881,0.34520039,0.016832169,0.000329636,0.004027119,0.010914617,0.21735616,0.7132532,0.103995435,0.184521213,33.08332825,59.03108597,0.104363814,0.186217934,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,10,38,90,42.22222137,1,10,22.15189934,19.83002853,26,0.577777803,0.285714298,0.317460328,5,5,20,25,1,20,18.03797531,50.44247818,7.5,0.75,0,0,5,9,20,45,1,20,21.20253181,27.91666603,5.5,0.550000012,0,0,4.550000191,0.454999983,0.163019523,0.005536302,0.272687137,11,563.8108521,70,102.5833282,0.008378548,1.24042666,0.034810126,3.247897148,0.221518993,0.324630797,0.011850845,2.49232E-05,0.004026452,0.010908213,0.217226356,0.713083506,0.094501764,0.173445195,30.08333206,55.53106308,0.094900101,0.175176859,NO
1,1,1,1,1.0,1,0,1.0,0,0,0.0,10,37,90,41.11111069,1,10,23.10126495,19.06005287,26.5,0.588888884,3.033333302,3.370370388,2,1,2,50,1,50,17.40506363,82.08955383,0.5,0.5,0,0,8,23,56,41.07143021,1,12.5,22.78481102,22.78481102,16.5,0.589285731,0,0,4.949999809,0.495000005,0.157896772,0.001721365,0.255335927,11,605.2785645,73,103.1666718,0.009036787,1.961691499,0.034810126,3.486776829,0.231012657,0.326476812,0.012781877,3.94151E-05,0.004027068,0.010905201,0.217346162,0.713003635,0.103468001,0.166061193,32.91666412,53.19771957,0.103838056,0.167816147,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,10,36,90,40,1,10,23.10126495,19.46666718,27,0.600000024,3.866666555,4.29629612,3,2,6,33.33333206,1,33.33333206,15.82278442,71.42857361,2,0.666666687,0,0,7,16,42,38.09523773,1,14.28571415,22.78481102,23.60655785,13,0.619047642,0,0,5.099999905,0.50999999,0.163727239,0.003218868,0.277187765,11,592.4416504,73,103.1666718,0.008839829,2.588279247,0.034810126,3.412828207,0.231012657,0.326476812,0.012503294,5.20048E-05,0.004026965,0.010906707,0.217326194,0.713043571,0.101358294,0.169225767,32.25,54.1977272,0.101735018,0.170970753,NO
1,1,0,0,0.0,1,0,1.0,-1,0,-1.0,11,34,110,30.90909004,1,9.090909004,22.15189934,18.18181801,38,0.690909088,1.116666675,1.015151501,1,0,0,0,1,100,14.87341785,97.91666412,0,0,0,0,10,27,90,30,1,10,22.15189934,20.77151299,31.5,0.699999988,0,0,6.818181992,0.619834721,0.137815207,0.004808746,0.227757797,12,600.0279541,70,103.0833282,0.008934352,5.767792702,0.037974682,3.456530094,0.221518993,0.326213062,0.012636989,0.000115889,0.004027119,0.010904448,0.21735616,0.712983668,0.106105126,0.163951486,33.75,52.53105164,0.106466874,0.165713102,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,12,44,132,33.33333206,1,8.333333015,25,17.79279327,44,0.666666687,2.116666555,1.603535295,1,0,0,0,1,100,14.87341785,97.91666412,0,0,0,0,11,37,110,33.63636398,1,9.090909004,25,19.94949532,36.5,0.663636386,0,0,7.583333015,0.631944418,0.121902853,0.005189544,0.205563277,13,729.920166,79,107.4999847,0.011048182,21.33784103,0.041139241,4.204789162,0.25,0.340189815,0.015626848,0.000428729,0.00402753,0.010904448,0.217436016,0.712983668,0.111379392,0.163951486,35.41666412,52.53105164,0.111724496,0.165713102,NO
1,1,18,18,18.0,6,0,6.0,12,12,12.0,14,63,182,34.61538315,1,7.142857075,24.68354416,17.18061638,59.5,0.653846145,10.12619019,5.563840866,5,5,20,25,1,20,20.56962013,58.0357132,7.5,0.75,0,0,9,23,72,31.94444466,1,11.11111069,23.73417664,21.92982483,24.5,0.680555582,0,0,8.107142448,0.579081595,0.133669019,0.011875235,0.357408375,15,802.5740967,78,109.3833389,0.012231536,22.66488266,0.047468353,4.62332058,0.24683544,0.346149802,0.017300617,0.000455392,0.004027222,0.010991304,0.217376113,0.715269744,0.105841421,0.210507721,33.66666412,67.24285889,0.106203988,0.212122589,NO
0,0,0,0,0.0,0,0,0.0,0,0,0.0,15,71,210,33.80952454,1,6.666666508,25,16.42411613,69.5,0.661904752,11.01666641,5.246031761,3,2,6,33.33333206,1,33.33333206,22.46835518,68.93203735,2,0.666666687,0.5,8.333333015,13,56,156,35.89743423,1,7.692307472,24.68354416,18.52731514,50,0.641025662,10.36666679,6.645298958,8.6875,0.579166651,0.132619113,0.052378833,0.367090017,16,817.0684814,79,108.9999847,0.012338063,24.18063736,0.050632913,4.70681715,0.25,0.344936669,0.017451292,0.000485848,0.004027581,0.011005851,0.217445999,0.715649068,0.114016533,0.222186372,36.25,70.93331909,0.114353314,0.22376442,NO
